Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.144705555844960587e+00-2.756484931897589807e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.032181646668920649e+00-2.700413838293896363e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.631660206208415564e-01-2.398499213896747861e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.259488196689411588e-01-2.098282282136250954e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (9.070342862520681670e-01-1.806646310192121796e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.949386795792421134e-01-1.568728825684399808e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.913085619767229240e-01-1.471927779087383314e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.897882714725480202e-01-1.366095823229096229e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.910712746291108433e-01-1.316174822348933626e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.922907214427289180e-01-1.299549061675953632e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.934640336313569575e-01-1.310904351795219025e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.941150809712137271e-01-1.344214356544890521e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.940136881814841896e-01-1.395290630086395423e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.929578860555102970e-01-1.460258659485312305e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.907876310321600766e-01-1.535003418741861247e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.875411929498441266e-01-1.616560567259849313e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.831835005858565957e-01-1.702926326535126045e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.777656550463335261e-01-1.792183508420038540e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.713160975353997362e-01-1.882302723291908730e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.638569470735600886e-01-1.971066657031507463e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.555127951170922174e-01-2.058373693411130745e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.463285234766320109e-01-2.143471046024265636e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.363243434069840276e-01-2.224496704835809691e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.256465548989362357e-01-2.301319844311915941e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.143043475304810874e-01-2.373899150265198765e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (8.024053949020552023e-01-2.442040614139339427e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.899895927899034387e-01-2.505124044089347413e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.770883741678056289e-01-2.562111297747239891e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.637945232734851819e-01-2.614154041344280976e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.501372581176751764e-01-2.661320420731214664e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.361335350304590852e-01-2.702310043377993409e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.218893914533427436e-01-2.737912239841260309e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.073733315139565381e-01-2.768467117780603060e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.926737003686447292e-01-2.794204686150895123e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.778028179796097286e-01-2.814875623588818376e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.627764980922817850e-01-2.829846626202649484e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.476361580467163703e-01-2.840469949234556424e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.323895081780795957e-01-2.846960242537887598e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.170458344346985147e-01-2.848271982423367654e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.016656357174154923e-01-2.845433361542897277e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.861941276678407364e-01-2.838751205832539815e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.706947352481809288e-01-2.828525162924903080e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.551610410685468011e-01-2.814624047064275270e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.395935298065692720e-01-2.796662435783141554e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.239971179821514280e-01-2.775813391008735143e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.083670518159904006e-01-2.752266775153840439e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (4.927008793967998512e-01-2.725208502002191557e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.770215945916979061e-01-2.695628890588446236e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.612668628208596022e-01-2.663731958762754481e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.454747992751525443e-01-2.629736833349934910e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.296254099341511590e-01-2.593582036051818585e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.136981792642028810e-01-2.555083188408033279e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (3.976769813310528923e-01-2.515112890783183786e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (3.815495682091352703e-01-2.473810255909159317e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.652912083854335523e-01-2.430571336304327701e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.488925937262539745e-01-2.386248716939700920e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.322886027181358171e-01-2.340986992611955031e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.154912106893686397e-01-2.294839721286973666e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (2.984624766173373800e-01-2.247832727114321139e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.811464150671773021e-01-2.199954987703734710e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.635119033320542092e-01-2.151787598521079925e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.455344020475715983e-01-2.103459518354902358e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.271468342292013165e-01-2.054536322015602101e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.082988798943813946e-01-2.005729992288234065e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (1.889096893991478454e-01-1.957219129094303622e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.689527536168140276e-01-1.908851850329829625e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.483472915233708112e-01-1.860798117573329025e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.269643430431885711e-01-1.813213611970958816e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.047373822556800227e-01-1.766476560979873822e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (8.159574652395336358e-02-1.720810344005983539e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (5.737530571364560239e-02-1.675925446641893246e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (3.193075337920747020e-02-1.632468929396526103e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (5.093147495779777600e-03-1.590909823757696850e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-2.324555656122804723e-02-1.550426857671691749e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-8.554159164728568354e-02-1.476483465481946700e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.199849888915390239e-01-1.443108877711325178e-01j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.571190105610258958e-01-1.413372501294773154e-01j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.973219823819232221e-01-1.386725677632415499e-01j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.890371913817773586e-01-1.348497948752773734e-01j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-3.421749995841585346e-01-1.336585354924567370e-01j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-4.011651936270642094e-01-1.333422610112519890e-01j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-5.418939635369379726e-01-1.351763399569829993e-01j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-6.274141147294411969e-01-1.378219197983359956e-01j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-8.423712037985019441e-01-1.480916405124696467e-01j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-9.804881025922608240e-01-1.567285358703196796e-01j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.148206408648056787e+00-1.688116479933288172e-01j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.357174262417675026e+00-1.854731048634057633e-01j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.624494307862756726e+00-2.091218769869009064e-01j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-2.474092811396386704e+00-2.918331054877072450e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-3.214538043145260371e+00-3.691243109133049427e-01j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-6.902454757592773049e+00-7.744268377845989759e-01j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.427019017277524071e+01-1.602689133339954219e+00j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.517069735429815402e+01+1.749116269511824084e+00j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (5.347019397266403296e+00+6.489573594265507506e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (4.115937004248308995e+00+5.165277607093712309e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (3.376058828551534052e+00+4.389808217567840454e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (2.881746983463290501e+00+3.897449209243943891e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (2.260676166414424149e+00+3.325782453367454594e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.884989240402725752e+00+3.030245611877185885e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (1.747539811586405811e+00+2.939085377561974632e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (1.534216988144800231e+00+2.826405438768246348e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (1.375815119506834661e+00+2.777471229179446222e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (1.310776953254354726e+00+2.769014950946432907e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (1.253023115882669236e+00+2.767898909859304313e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (1.154713746151330600e+00+2.786105007849495330e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (1.073580188983428441e+00+2.822635254337131916e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (1.005314036672060318e+00+2.874975653519830088e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (9.468992489564396209e-01+2.936444542692897564e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (9.205799380509118723e-01+2.971734579719954583e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (8.959923244103615847e-01+3.008528764308731063e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (8.512651143795827435e-01+3.086761605337668413e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (8.111598104280250965e-01+3.170230321359444048e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (7.752410776690911165e-01+3.258245319231440895e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (7.424968753435500224e-01+3.349465626137758112e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (7.272017152210259461e-01+3.396789079919995680e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (6.983955840948965488e-01+3.492849955676147755e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (6.717533685764466300e-01+3.591825364662673548e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (6.469608329633624866e-01+3.692959168340756437e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (6.237998898743717380e-01+3.796223191179815548e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (6.126861739709855703e-01+3.848794500285744880e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (5.915177025833340263e-01+3.954274283010963953e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (5.714727084572361893e-01+4.061626640331843507e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (5.431585172584754151e-01+4.224872152526099600e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (5.341218399707847730e-01+4.280301719298471030e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (5.253246871488931324e-01+4.335679713092139842e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (5.000236645702202942e-01+4.503273357855066550e-01j)
 (7.950000000000000000e+01+0.000000000000000000e+00j)	 (4.838844758583562555e-01+4.616619480600728798e-01j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (4.683545962384852990e-01+4.730522262495212571e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (4.608123049124777659e-01+4.787465578789311671e-01j)
 (8.250000000000000000e+01+0.000000000000000000e+00j)	 (4.388225979687152001e-01+4.959954423745911445e-01j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (4.246376108642448410e-01+5.076039790212758529e-01j)
 (8.450000000000000000e+01+0.000000000000000000e+00j)	 (4.108803204975652323e-01+5.192823445270117189e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (4.041341579225066760e-01+5.251397194942979407e-01j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (3.843552304688961918e-01+5.427669520558884297e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (3.651946054903095207e-01+5.605108332859172204e-01j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (3.589500029190232366e-01+5.664181258553384612e-01j)
 (8.950000000000000000e+01+0.000000000000000000e+00j)	 (3.466269170088515095e-01+5.783089807289717443e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (3.285255401823391486e-01+5.961581162322153737e-01j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)	 (3.166754655956495745e-01+6.081196779900807092e-01j)
 (9.250000000000000000e+01+0.000000000000000000e+00j)	 (3.108139255288625558e-01+6.141038298411073404e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (2.934621084131774360e-01+6.320909430647372318e-01j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (2.764063972209311326e-01+6.500981368935676574e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (2.708021336775480736e-01+6.560951180928802362e-01j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)	 (2.596087652438648918e-01+6.681326599964996227e-01j)
 (9.850000000000000000e+01+0.000000000000000000e+00j)	 (2.430213694183138429e-01+6.861400359432799911e-01j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (2.320272325289859106e-01+6.981738645393650300e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (2.265604113010676046e-01+7.042010631702869672e-01j)
 (1.015000000000000000e+02+0.000000000000000000e+00j)	 (2.102004961555795637e-01+7.222323799354098961e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (1.938884906538216879e-01+7.402656280313965054e-01j)
 (1.035000000000000000e+02+0.000000000000000000e+00j)	 (1.884749643547079245e-01+7.462567498789399734e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (1.721868041210320166e-01+7.642683218974590798e-01j)
 (1.065000000000000000e+02+0.000000000000000000e+00j)	 (1.558757946132524608e-01+7.822705566205558902e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (1.504147678678549316e-01+7.882558898347499232e-01j)
 (1.085000000000000000e+02+0.000000000000000000e+00j)	 (1.339824976781392174e-01+8.062419145864907488e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (1.173987452585972258e-01+8.242257576881701908e-01j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (1.118420195689878854e-01+8.302282582124295152e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (9.502004176714010097e-02+8.482017838259490183e-01j)
 (1.135000000000000000e+02+0.000000000000000000e+00j)	 (7.800130426567812580e-02+8.662050780366575831e-01j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (7.227059103892917447e-02+8.722166610009561838e-01j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (4.900625602899043309e-02+8.962995470790110497e-01j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)	 (3.716472768480490185e-02+9.083535821099443242e-01j)
 (1.175000000000000000e+02+0.000000000000000000e+00j)	 (3.119797592700835828e-02+9.143948667015417975e-01j)
 (1.195000000000000000e+02+0.000000000000000000e+00j)	 (6.878461996834489729e-03+9.386990491232513056e-01j)
 (1.205000000000000000e+02+0.000000000000000000e+00j)	 (-5.548319410086936104e-03+9.509276318836800135e-01j)
 (1.215000000000000000e+02+0.000000000000000000e+00j)	 (-1.816506669431158447e-02+9.631980007656845144e-01j)
 (1.235000000000000000e+02+0.000000000000000000e+00j)	 (-4.398150628688664993e-02+9.879601088543158438e-01j)
 (1.240000000000000000e+02+0.000000000000000000e+00j)	 (-5.056572065676601113e-02+9.942236173510714536e-01j)
 (1.255000000000000000e+02+0.000000000000000000e+00j)	 (-7.066372869757439612e-02+1.013094915570554422e+00j)
 (1.270000000000000000e+02+0.000000000000000000e+00j)	 (-9.129323953598966757e-02+1.032189171010121420e+00j)
 (1.275000000000000000e+02+0.000000000000000000e+00j)	 (-9.828592104288537412e-02+1.038630705744472804e+00j)
 (1.300000000000000000e+02+0.000000000000000000e+00j)	 (-1.341852471223601018e-01+1.071330122282530217e+00j)
