Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.765642285901413544e+01-6.495722299884481288e+01j)	 (9.239610684973548871e+00+8.597790277278591020e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.994436889268013857e+01-6.408295700661031447e+01j)	 (8.816748207477909105e+00+9.403634271914937415e+01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.062978090758924310e+01-6.288502492342360739e+01j)	 (9.381001092839584388e+00+1.008688993391535149e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.041837542769533442e+01-6.080575552793809635e+01j)	 (1.011443117156802707e+01+1.064610292831610820e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.956957541055276195e+01-5.804191790598692791e+01j)	 (1.078746674050324117e+01+1.113211361777899526e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.872390251840093001e+01-5.480959945678039702e+01j)	 (1.123406526369512903e+01+1.157963547811851441e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.806602210705420219e+01-5.084579289667310320e+01j)	 (1.076708993034054984e+01+1.198435521326332633e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.730382966372058107e+01-4.669097791340384163e+01j)	 (1.024309845280242648e+01+1.239813093867637690e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.673300430444578524e+01-4.219928438530860859e+01j)	 (9.498624651412358233e+00+1.280444330418703771e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.627698910460172144e+01-3.757856137127933494e+01j)	 (8.485164723995874070e+00+1.321951534702580204e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.592822890844948347e+01-3.284526543694241241e+01j)	 (7.298937523096105551e+00+1.364216066875858928e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.566466932078329322e+01-2.803668917428156249e+01j)	 (5.977236187727910988e+00+1.407416791602020396e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.546418592140069492e+01-2.317698698594770335e+01j)	 (4.534616771870815022e+00+1.451472311815848855e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.530572013415726218e+01-1.827914002365653090e+01j)	 (2.983927607328124232e+00+1.496418472865815943e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.517003235265740102e+01-1.334859488452054421e+01j)	 (1.344363492308741748e+00+1.542393934947733101e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.504147044533021216e+01-8.386532661976886516e+00j)	 (-3.766889623550636057e-01+1.589246334538264591e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.490724886569221042e+01-3.389981777887494552e+00j)	 (-2.184411263609094878e+00+1.637019237461155114e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.475726243438431595e+01+1.646191465529825093e+00j)	 (-4.079856868517226509e+00+1.685660881870810215e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.458371642665826329e+01+6.728476231424167509e+00j)	 (-6.059488405367558173e+00+1.735222953494626950e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.438122843221774261e+01+1.186399377624683638e+01j)	 (-8.114257586553893731e+00+1.785820389487790010e+02j)
