Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.154279916441749654e+00-2.990854905833312261e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.031284267510497621e+00-2.921295991560324823e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.557799771615640427e-01-2.582162486513456812e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.148456979844261650e-01-2.244202033190265400e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.940599669641905445e-01-1.915216342444223119e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.807091173894985303e-01-1.641810854423502164e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.764424537944845994e-01-1.521282942142863637e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.749143901612816965e-01-1.389820806624822713e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.763972749611667057e-01-1.319738542317828167e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.780165139923848949e-01-1.284845486788105118e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.797346258884419790e-01-1.280302878191876270e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.810327940576824224e-01-1.299801950582770704e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.816470548295599619e-01-1.338902482069275479e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.813474986089846475e-01-1.393509720874132329e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.799546305764699428e-01-1.459321094804344465e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.774958898379100480e-01-1.533152024475541997e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.739241990834406559e-01-1.612864213250839729e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.692837628832741359e-01-1.696395305904077055e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.635971951969821925e-01-1.781594949581356002e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.568868565861991193e-01-1.866118280331376944e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.492740709823671796e-01-1.949774332307501190e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.408002250743571437e-01-2.031738265049508607e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.314880474632407870e-01-2.110097153797433345e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.214855336073998426e-01-2.184626737171479205e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.108006576112128938e-01-2.255247617175654140e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.995419234166112332e-01-2.321750935588302311e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.877491157243190489e-01-2.383472473305411343e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.754586694574184813e-01-2.439324439458813998e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.627618603928150165e-01-2.490435331349118153e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.496856295162760420e-01-2.536855347633352742e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.362512765259938696e-01-2.577286205083678672e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.225670865962839917e-01-2.612464384166659492e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.086006498457609881e-01-2.642718513740108244e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.944403340415733483e-01-2.668302495809237729e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.800987081238960563e-01-2.688940866393301210e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.655970508103276062e-01-2.703973026841022254e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.509745756303736419e-01-2.714744881256533904e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.362362117610984580e-01-2.721462242684962729e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.213955803762236663e-01-2.723095769200846727e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.065155728333255780e-01-2.720634910756197233e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.915401843866280318e-01-2.714378304848789614e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.765320087765359869e-01-2.704660190468043401e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.614852074558253081e-01-2.691325920939094396e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.464061906244710443e-01-2.673970703404189297e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.312971957443756166e-01-2.653766336285383054e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.161505648025312976e-01-2.630892532240865500e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.009684029984421416e-01-2.604555278921469874e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.857764513100472636e-01-2.575715215171738293e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.705110892246888721e-01-2.544565540407194293e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.552092260006940783e-01-2.511364197636257733e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.398520386793222658e-01-2.476025780138402521e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.244257120067163602e-01-2.438351233278052144e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.089112253798528607e-01-2.399213845132921463e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (3.932936819773100723e-01-2.358739031682402787e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.775535747749246829e-01-2.316344654114688983e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.616849298171543881e-01-2.272860985166383907e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.456216628116478562e-01-2.228416985072691203e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.293746266025183167e-01-2.183108176828282287e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.129080673428139003e-01-2.136934835582479653e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.961740624100473451e-01-2.089874942841559724e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.791388174530933242e-01-2.042510427295025632e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.617759632336925102e-01-1.994951794666129929e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.440251501423862102e-01-1.946788052279034564e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.258407043062340136e-01-1.898714381322293698e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.071420357571325810e-01-1.850886849182096783e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.879025259356102706e-01-1.803198809888922061e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.680457998799540498e-01-1.755791244741445323e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.474539524929781575e-01-1.708811286424709863e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.260594270591627042e-01-1.662635752846902404e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (1.037922861084317888e-01-1.617461990175088626e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (8.049909715398662069e-02-1.573025203980565889e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (5.604321489357617231e-02-1.529957878644321867e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (3.026163386707026240e-02-1.488678505042799749e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (3.046513912681728629e-03-1.448495918221332501e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-5.673016270095530139e-02-1.374771539396184294e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-8.976179955708776803e-02-1.341381148333829487e-01j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.253545495928148346e-01-1.311465526900120471e-01j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.638729497654250744e-01-1.284546666050644936e-01j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.516917119442096396e-01-1.245131096767047030e-01j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-3.025374616818716778e-01-1.232419650253708671e-01j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.589632376388720569e-01-1.228076674037500704e-01j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-4.935105995287121794e-01-1.243205670999070755e-01j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-5.752330794168343253e-01-1.267447126741233776e-01j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.805548942326990813e-01-1.363936000627332112e-01j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-9.124329416464705966e-01-1.445949956913778478e-01j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.072538143642651765e+00-1.561178572163139100e-01j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.271974003443422818e+00-1.720593482233900018e-01j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.527051190319967944e+00-1.947333165821597822e-01j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-2.337549348313464392e+00-2.742430722986052838e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-3.043790498130552358e+00-3.486565531797474748e-01j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-6.560851475921356091e+00-7.392993519591155582e-01j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.358674861496582231e+01-1.538040534291843731e+00j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.448717457373504303e+01+1.695083934227681999e+00j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (5.119171129570187162e+00+6.342362253481215184e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (3.945066109331270443e+00+5.066404421632344501e-01j)
