Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.207659621299056685e+00-4.745542761782627905e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.005173708246916098e+00-4.557933077127608867e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.809676246970337132e-01-3.920855455402215695e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.123382897395545754e-01-3.282610561520230563e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.781905700886341259e-01-2.660696163578122331e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.562841979579575380e-01-2.106510011195304455e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.478756539322335417e-01-1.792951292548055353e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.475333195777076334e-01-1.458672424807479218e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.514774567615506440e-01-1.227892808773657363e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.572736484415084623e-01-1.047837474619272291e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.642967479842273093e-01-9.175615578249725346e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.716831328101103615e-01-8.285841621525528999e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.788842040112516907e-01-7.744858810111682201e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.854411769216009809e-01-7.493568519022655861e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.910183204977694338e-01-7.473172511214500047e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.955476634907132638e-01-7.633932022267343742e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.988849578699891429e-01-7.942612111739895397e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.010192636296962210e-01-8.366019709878617927e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.019297816735881934e-01-8.872407412883953626e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.016442073477121344e-01-9.427629546135810057e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.002568455498291211e-01-1.002191372846458484e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.977866669913636910e-01-1.064071746456037443e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.942827354759409708e-01-1.126050533614388061e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.899054925317695597e-01-1.187136064011839742e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.846584536630604179e-01-1.246899218958615885e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.786601354412178155e-01-1.304980389559616816e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.719536520843488514e-01-1.360359976497214907e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.646177817544534960e-01-1.411555470251981415e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.567335795518816965e-01-1.459480859374902295e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.483144128837253550e-01-1.504038352794014599e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.394193159771742518e-01-1.543949087947846521e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.301737600829674157e-01-1.579525645381190113e-01j)
