Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.085127074891860843e+01-8.098371659550966228e+01j)	 (4.367682404240817995e+00+1.014125701001717346e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.429692657384691756e+01-8.202985782286643257e+01j)	 (3.178414064528143790e+00+1.109131021228949407e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.538297173113944893e+01-8.285498533893139950e+01j)	 (3.623615972881893299e+00+1.189770497287078825e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.502681152694260192e+01-8.250172192641181823e+01j)	 (4.618204154401248651e+00+1.253734053720579595e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.349740625874894562e+01-8.109298437328787656e+01j)	 (5.708525189095768226e+00+1.307157485795212608e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.183531947938665851e+01-7.899861431788178834e+01j)	 (6.587909851043225018e+00+1.354519435765777757e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.056725179733265918e+01-7.569429821259218727e+01j)	 (6.304737351131270984e+00+1.394536956018842773e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.900354507777235469e+01-7.198310157070959292e+01j)	 (5.936007565757071447e+00+1.435516826018702261e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.785478982359080646e+01-6.769128664819552910e+01j)	 (5.299839367676901780e+00+1.475350066279695227e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.691448228039205048e+01-6.317235876332853195e+01j)	 (4.314771182674070893e+00+1.516022634850660609e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.620735532544315660e+01-5.846246729630254180e+01j)	 (3.118433318396308440e+00+1.557569177539108978e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.570120596777303490e+01-5.363672742730849308e+01j)	 (1.764632695348603564e+00+1.600261946764721017e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.535962189427278801e+01-4.874816537489837032e+01j)	 (2.779776687929598200e-01+1.644012661709682277e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.514650974921342552e+01-4.382898062323837962e+01j)	 (-1.320340407204389166e+00+1.688872929964479965e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.502810006438625834e+01-3.889598674287753255e+01j)	 (-3.001812417715203019e+00+1.735013567151057998e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.497469135791953221e+01-3.395860644965270581e+01j)	 (-4.752461500996675525e+00+1.782237709957734353e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.496240736326192078e+01-2.901832508906401387e+01j)	 (-6.574848601974147222e+00+1.830588456420847194e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.497153268869154275e+01-2.407243456069807408e+01j)	 (-8.465607489001522268e+00+1.879989529236496821e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.498607624365540758e+01-1.911530690882027628e+01j)	 (-1.041635407673149061e+01+1.930492466322870655e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.499304384740624485e+01-1.413997325091247070e+01j)	 (-1.241108042868465411e+01+1.982217123428794707e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.498313971739593242e+01-9.138269369575683143e+00j)	 (-1.446893265495488379e+01+2.034974385376557677e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.494894866966635050e+01-4.101161977606409437e+00j)	 (-1.659707181105565255e+01+2.088832152123882508e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.488453093857952325e+01+9.802215275789420978e-01j)	 (-1.877853193985172453e+01+2.144013086712952258e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.478626466176935494e+01+6.114890533753666979e+00j)	 (-2.101879979207591731e+01+2.200312408117487166e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.465152451243977438e+01+1.131204815630209026e+01j)	 (-2.333776833269816819e+01+2.257888903161399696e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.447861522740649320e+01+1.658057995704119847e+01j)	 (-2.574390924872503206e+01+2.316669556514026453e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.426698693252610539e+01+2.192919260522850422e+01j)	 (-2.823634976870313196e+01+2.376808485025996731e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.401746637086973024e+01+2.736646955864423703e+01j)	 (-3.080048467711596061e+01+2.438496632553168411e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.373095897660546072e+01+3.290112031219446465e+01j)	 (-3.347331889986238451e+01+2.501592583636080178e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.340883998113590891e+01+3.854120672855282237e+01j)	 (-3.627181310184626994e+01+2.566269975185026624e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.305440134499952620e+01+4.429418077125001929e+01j)	 (-3.917820833815903114e+01+2.632856683862082718e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.267080855214173596e+01+5.016850826766615512e+01j)	 (-4.220997074560806794e+01+2.701157212329187018e+02j)
