Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.495869472652667298e+01-1.285509456485635553e+02j)	 (-1.292962450686832554e+01+1.460880138287132581e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (5.462154568804046306e+01-1.368915609937146485e+02j)	 (-1.848111924433339581e+01+1.605963522464304560e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.929005661846716890e+01-1.468806149775014092e+02j)	 (-2.002485911215116943e+01+1.738354698776854832e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (5.965502869381521833e+01-1.558087208242004920e+02j)	 (-1.895937712469587311e+01+1.844872876511759330e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (5.499423632283590280e+01-1.627929247439244307e+02j)	 (-1.651829152903648890e+01+1.930312130929417833e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.817189873697763147e+01-1.682886468442269461e+02j)	 (-1.367867158476352429e+01+2.000050168523118543e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (4.225784911424802459e+01-1.695255737326623944e+02j)	 (-1.271524185307812971e+01+2.045229528208463137e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.418733681437534955e+01-1.683317177620616292e+02j)	 (-1.190792975105765095e+01+2.089235263556770406e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.798540978178780136e+01-1.646791165237952157e+02j)	 (-1.158540144794693738e+01+2.129249796366734131e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.259763768405858642e+01-1.597712550576690660e+02j)	 (-1.198929106957588608e+01+2.168304607709138736e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.841976129143601781e+01-1.539629533841460898e+02j)	 (-1.282795140451452021e+01+2.207854538928660588e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.536078083326736632e+01-1.476874148561328468e+02j)	 (-1.397760507910704852e+01+2.248852263790723782e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.325612245790337873e+01-1.412588440902633522e+02j)	 (-1.536903420537098519e+01+2.291356385070326667e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.192677266136122860e+01-1.348711705986446532e+02j)	 (-1.694233994352064343e+01+2.335596873615305924e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.120933259719637043e+01-1.286249524071861288e+02j)	 (-1.862601273163618387e+01+2.381939386949898960e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.095294466760689289e+01-1.225753661944951745e+02j)	 (-2.037819263235707368e+01+2.430028855491376589e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.104340589200376321e+01-1.167435967630244846e+02j)	 (-2.219143553338822272e+01+2.479926820013236295e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.138830417162145281e+01-1.111296049287190186e+02j)	 (-2.404567906227627105e+01+2.531460171748304617e+02j)
