Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.688678951723443333e+01-1.042546969853533483e+02j)	 (-3.566615924018675443e+00+1.234496147148918084e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.277501022407274434e+01-1.086174826126287911e+02j)	 (-6.471248012480153022e+00+1.353054427426308735e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.502050309479609780e+01-1.133201954288046522e+02j)	 (-6.628168975616707925e+00+1.456340231960294602e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.465375178856119476e+01-1.166070731564874166e+02j)	 (-5.401216415973154383e+00+1.537309332543738662e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (4.175799995536043241e+01-1.182649285952128082e+02j)	 (-3.636827020149403289e+00+1.602447159199477937e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.817115031299844219e+01-1.188362333373308957e+02j)	 (-1.930292526394304264e+00+1.657285200703403802e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.531371828735753127e+01-1.171019883632574761e+02j)	 (-1.762982577388765515e+00+1.698177108811428582e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.159061773836003795e+01-1.143304755263602885e+02j)	 (-1.729691255461089705e+00+1.739588933619886859e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.880392199131057396e+01-1.103653866823085963e+02j)	 (-2.054067399473534117e+00+1.778888340410643991e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.642990850389213264e+01-1.058708428853860823e+02j)	 (-2.882421393436553902e+00+1.818585775426401199e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.460266393168942045e+01-1.009607182964141714e+02j)	 (-4.006130856229423109e+00+1.859171180355953936e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.327054325530002643e+01-9.581594655483853273e+01j)	 (-5.341564835389057464e+00+1.901145165357466453e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.236044853244470332e+01-9.056946875021060350e+01j)	 (-6.845718125655094966e+00+1.944443113569093384e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.179560196634164626e+01-8.530551277923912323e+01j)	 (-8.481991168104331180e+00+1.989167523437054115e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.150402833280318760e+01-8.007006406242680896e+01j)	 (-1.020478019358565192e+01+2.035559017002049700e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.141879326254710847e+01-7.489120896401053074e+01j)	 (-1.198871810711997732e+01+2.083346408160656722e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.148776057919189242e+01-6.978010635207078849e+01j)	 (-1.383247078879202085e+01+2.132575356425392101e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.166755985866928924e+01-6.473808921742340772e+01j)	 (-1.572576899172866405e+01+2.183126432963834418e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.192337090165820968e+01-5.975964109690427506e+01j)	 (-1.765310642402601005e+01+2.235049499214985360e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.222580709721271575e+01-5.483485354453335958e+01j)	 (-1.958787177170427896e+01+2.288470703572902778e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.255374154028936573e+01-4.995478971091987574e+01j)	 (-2.155062859884125359e+01+2.343128513040262249e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.289074284208101417e+01-4.510793114574762797e+01j)	 (-2.354592255360035580e+01+2.399090006246084670e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.322301791878834365e+01-4.028079300800165186e+01j)	 (-2.554573423366591101e+01+2.456588295834066002e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.353986354927045355e+01-3.546263613703034423e+01j)	 (-2.755139226444824985e+01+2.515344848933487185e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.383369348678085586e+01-3.064195144062426479e+01j)	 (-2.958150582162190645e+01+2.575533715805244697e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.409874820451573285e+01-2.580714745453383330e+01j)	 (-3.164076858467599962e+01+2.637021665973963422e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.433035664095730155e+01-2.094746712786761833e+01j)	 (-3.372063479021796439e+01+2.699961950529912542e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.452474374823210468e+01-1.605268069429449440e+01j)	 (-3.579274363118666713e+01+2.764520038175336936e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.468002713936982673e+01-1.111282406795032074e+01j)	 (-3.789526930408123206e+01+2.830505888920947655e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.479474246015828243e+01-6.117894435419557020e+00j)	 (-4.003982997737070804e+01+2.898092762311966339e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.486757498708010061e+01-1.058474007004791773e+00j)	 (-4.219249577289737374e+01+2.967555360953568879e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.489845492493500601e+01+4.074575860690847762e+00j)	 (-4.436280864952199465e+01+3.038618139918240786e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.488756437910217656e+01+9.290511764474254974e+00j)	 (-4.657589957582074192e+01+3.111622553190177882e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.483519737447405973e+01+1.459829146715803816e+01j)	 (-4.884447377860630723e+01+3.186440509355471704e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.474226224361552084e+01+2.000671247626426563e+01j)	 (-5.115968311316464678e+01+3.263340248915238817e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.461044168549286937e+01+2.552451439660226029e+01j)	 (-5.348730795390391535e+01+3.342500773706504447e+02j)
