f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.385107967975334864e-01-2.749183777388247707e-01j)	 (-1.154579314258556144e-01-6.496817116454671470e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.257946916903586509e-01-2.398999179218956335e-01j)	 (-1.419558905983883124e-01-9.420005081545662629e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (1.750499790504249642e-01-1.905535301427921380e-01j)	 (-1.783475399653182691e-01-1.070686332421759840e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.578545032844811402e-01-1.586067181895976508e-01j)	 (-2.093946368854975593e-01-1.020031587435713261e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.504670599902120931e-01-1.356711829531431490e-01j)	 (-2.282351689296764907e-01-8.769007793059703515e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.439339106251173728e-01-1.215354788593412394e-01j)	 (-2.397871655402231683e-01-7.088251844738854834e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.397230617760196192e-01-1.187560386796041312e-01j)	 (-2.427525067537369130e-01-5.991066973433341325e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.329160328721432915e-01-1.135072144877960765e-01j)	 (-2.408852900243575457e-01-4.894549115293789221e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.281249121749948594e-01-1.108808695934540844e-01j)	 (-2.368779138233201020e-01-4.190617593920480111e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.213416568300669240e-01-1.092606447418238702e-01j)	 (-2.307988381492069030e-01-3.736483079629459442e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.137441309488665536e-01-1.079309959358421278e-01j)	 (-2.235340341119819996e-01-3.550672486207352013e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.053442374634647460e-01-1.064151666721465661e-01j)	 (-2.156158226470522854e-01-3.616618894587270844e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (9.626991067355203380e-02-1.043252790107225408e-01j)	 (-2.074175544216932676e-01-3.928492416956140543e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.664113607339324341e-02-1.013110008398702550e-01j)	 (-1.992888894638946140e-01-4.482646878720564221e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.665501828633444759e-02-9.699396873396375074e-02j)	 (-1.916133281133822752e-01-5.277039025802703759e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (6.673092842281619363e-02-9.101188193354547984e-02j)	 (-1.847797362988310432e-01-6.317362901175224699e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (5.744978205758766165e-02-8.311898766919162407e-02j)	 (-1.794274952431930137e-01-7.610106900355023685e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (4.968047697906899374e-02-7.337700141872609272e-02j)	 (-1.763940265512806138e-01-9.131044955496836479e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (4.427942728803152539e-02-6.240402954339295538e-02j)	 (-1.765347784002867237e-01-1.079900455823889494e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (4.156473248700232048e-02-5.133013368690986233e-02j)	 (-1.801618245025784493e-01-1.247932833149517362e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (4.108262852029639922e-02-4.118131877466825463e-02j)	 (-1.867178860168480226e-01-1.406872804617878836e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (4.206265276979906376e-02-3.240145744906024888e-02j)	 (-1.954158669991761799e-01-1.551600220179845391e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (4.386456424993157022e-02-2.500542605050450062e-02j)	 (-2.056104052225324053e-01-1.680212855664570126e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (4.606820631143596079e-02-1.883473838300241815e-02j)	 (-2.167512782316260433e-01-1.794049042994108334e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (4.840806728638452627e-02-1.369517020487549114e-02j)	 (-2.285846753691219979e-01-1.895042792985578706e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (5.073823081582046202e-02-9.413999410127195377e-03j)	 (-2.408741107134784454e-01-1.984769807012531362e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (5.296958107484579792e-02-5.836483919766280448e-03j)	 (-2.535100345237562558e-01-2.064130353689788144e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (5.505471397554589918e-02-2.833183467249457410e-03j)	 (-2.664195012051534528e-01-2.133329474915373336e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (5.696710305427690746e-02-3.096355507909639981e-04j)	 (-2.795032513646528161e-01-2.194378481076938447e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (5.868877528305421754e-02+1.811075840698450623e-03j)	 (-2.927343259988148816e-01-2.248093619022440148e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (6.021698238678765969e-02+3.596791623887284073e-03j)	 (-3.060955674475937527e-01-2.293910364970892513e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (6.155386388854003354e-02+5.107970589134161465e-03j)	 (-3.194957936020229039e-01-2.333021577695631177e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (6.269843211122974602e-02+6.384822154268228467e-03j)	 (-3.329764336648567413e-01-2.366122351859473449e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.366169879561851819e-02+7.459821851700854101e-03j)	 (-3.464714563089020816e-01-2.393784065267052230e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.444510164291633592e-02+8.366101635178098406e-03j)	 (-3.599806721399085863e-01-2.416016614327488321e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.505439213107674923e-02+9.139053986086775883e-03j)	 (-3.734927089786738152e-01-2.432448812279807415e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.549788680494963988e-02+9.796239956143471678e-03j)	 (-3.869883087546499567e-01-2.444487716286447287e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.577786621658385235e-02+1.035032724133830989e-02j)	 (-4.004758393947598916e-01-2.452436260267907286e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.590284513342428707e-02+1.082119421843120294e-02j)	 (-4.139507996870067097e-01-2.455485672074214643e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.587892158971037082e-02+1.123170785875670513e-02j)	 (-4.273659855863816137e-01-2.454663931859191739e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.570856326258239788e-02+1.158763472570300754e-02j)	 (-4.407835268042932242e-01-2.450281887493342969e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.540516313311556251e-02+1.189516196869125353e-02j)	 (-4.541596032893329138e-01-2.442719589423953952e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (6.496790892785506144e-02+1.216484125482676301e-02j)	 (-4.675056205331598602e-01-2.431869166174439323e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (6.439886787004323043e-02+1.241694443839164164e-02j)	 (-4.808182417911966433e-01-2.417427028834086000e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (6.370531765730469420e-02+1.265217547431705253e-02j)	 (-4.941082924931713971e-01-2.400474456551815738e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (6.288682396236347505e-02+1.286845467853101749e-02j)	 (-5.073906213611756311e-01-2.381153376913265063e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (6.194904159151354284e-02+1.307766339849520884e-02j)	 (-5.206664679139061391e-01-2.358777299768413382e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (6.089457097845289713e-02+1.329479311360591554e-02j)	 (-5.339180399031294710e-01-2.334263578494300551e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.972269697972276692e-02+1.351626786687435550e-02j)	 (-5.472101426330794327e-01-2.307741948616958416e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.844628876113563964e-02+1.374160324139489520e-02j)	 (-5.605193441553157907e-01-2.279461048835254022e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.706052567477339077e-02+1.397597545527194673e-02j)	 (-5.738648637922300066e-01-2.249322434425404249e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (5.556368404958585139e-02+1.423850258252163867e-02j)	 (-5.872585647034558320e-01-2.217175330250152065e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (5.396154072187331341e-02+1.452328802920598017e-02j)	 (-6.007281712063161638e-01-2.183781366993067241e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (5.225066875355607876e-02+1.482324816282758889e-02j)	 (-6.142926333548038853e-01-2.149196277662380472e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (5.043468258073283139e-02+1.515057644640097415e-02j)	 (-6.279712928732387178e-01-2.112903435156520959e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.851406737339972186e-02+1.551835097126219587e-02j)	 (-6.417737810719105207e-01-2.075676853438359892e-01j)
