f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.631620269019645852e-01-2.959047141332815656e-01j)	 (-1.236039326958866952e-01-6.891969540627587709e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.419575247313668909e-01-2.583874358459110065e-01j)	 (-1.523590676976181169e-01-9.982966455626596236e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (1.874810551583926954e-01-2.054146550974747520e-01j)	 (-1.918681533684507001e-01-1.130599976940548368e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.691086315198425394e-01-1.711791777367613898e-01j)	 (-2.257312143540351201e-01-1.069099733678178094e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.613904854247286969e-01-1.466890412229714113e-01j)	 (-2.464491952196502522e-01-9.066708055025490820e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.546057871171934717e-01-1.316245222876475940e-01j)	 (-2.593732725857233468e-01-7.156546345001157938e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.503289850155390683e-01-1.288309726421100476e-01j)	 (-2.631649613586076741e-01-5.865111624461583073e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.434039281264613552e-01-1.234099214704491021e-01j)	 (-2.616202058419193621e-01-4.554060612214214099e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.386717540229604750e-01-1.209300704051446407e-01j)	 (-2.577947744302419020e-01-3.658255353719373076e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.318793941129277059e-01-1.196127161320348353e-01j)	 (-2.516966139272124314e-01-3.012010336931474075e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.242749220233184682e-01-1.187489910210632327e-01j)	 (-2.442779019656279305e-01-2.637153688940867616e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.158549190629770825e-01-1.178744130887144637e-01j)	 (-2.360923745538613949e-01-2.513045226770749263e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.067275245320926380e-01-1.166275746968037652e-01j)	 (-2.275183736582893634e-01-2.628826515893788879e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (9.696241518533255110e-02-1.147051948661300114e-01j)	 (-2.188780546602591137e-01-2.974351055851020761e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.665476160758397994e-02-1.117872200415805789e-01j)	 (-2.104699648448909166e-01-3.540318823271629972e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.605182325389073239e-02-1.075448102708915082e-01j)	 (-2.025170898270282904e-01-4.327197549913597285e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (6.543851182424628710e-02-1.016774110423163541e-01j)	 (-1.953728632119187680e-01-5.346128512104657282e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (5.532843578788937400e-02-9.391638440487527772e-02j)	 (-1.895253482839353021e-01-6.604958738138946850e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (4.648929066624302164e-02-8.414431630209827373e-02j)	 (-1.857473496884502473e-01-8.095174079412525980e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (3.988362197980124813e-02-7.275512761678937235e-02j)	 (-1.849962267683207262e-01-9.754755695893563283e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (3.611674898752573193e-02-6.084699923663362126e-02j)	 (-1.877760180760589814e-01-1.147266258390382959e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (3.495268130030593223e-02-4.962554394811034830e-02j)	 (-1.938389683787996309e-01-1.312106029902793403e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (3.561969906147741116e-02-3.978239421639218759e-02j)	 (-2.024081355065853183e-01-1.461289882467536605e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (3.735408920482893858e-02-3.145808975669334845e-02j)	 (-2.125874457420324770e-01-1.593090874841248117e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (3.961049322107570991e-02-2.450760193875906739e-02j)	 (-2.238460597492556436e-01-1.708933668028927155e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (4.206989299461541543e-02-1.872329782934324671e-02j)	 (-2.357746576388788096e-01-1.810741445230630853e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (4.454630120896491130e-02-1.389546359629716121e-02j)	 (-2.481682361167049378e-01-1.899925786907504244e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (4.693800128447128683e-02-9.846054960522286625e-03j)	 (-2.608957980933191978e-01-1.977132448706156453e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (4.918545046390257469e-02-6.440565662646481615e-03j)	 (-2.738268006027237966e-01-2.044765299454639751e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (5.125215834367576051e-02-3.569402357761389255e-03j)	 (-2.869193119616610388e-01-2.103953101484132282e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (5.312498599034247426e-02-1.140670063726000050e-03j)	 (-3.001429702098844521e-01-2.154371582187842582e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (5.480091090533875664e-02+9.240685819853836080e-04j)	 (-3.133988196737272358e-01-2.197349481116740166e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (5.627485109878620217e-02+2.680745611645614368e-03j)	 (-3.267264081082621452e-01-2.233732248677557930e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (5.755510641595167065e-02+4.173365379585722290e-03j)	 (-3.400576319565132843e-01-2.264232983387713671e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (5.864278865120743645e-02+5.444970776539763413e-03j)	 (-3.533923866798535651e-01-2.288932619250276523e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (5.954430120790547842e-02+6.538173697051466449e-03j)	 (-3.667149082739884491e-01-2.307504239894428433e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.026737894514332117e-02+7.476835087810086711e-03j)	 (-3.800079144004103182e-01-2.321418710264755991e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.081430148336680608e-02+8.279595880469357849e-03j)	 (-3.932832425148490296e-01-2.331027455035267759e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.119420807849906829e-02+8.970328000740331043e-03j)	 (-4.065333290698179280e-01-2.335573971453959452e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.141437794052054255e-02+9.574929142589456987e-03j)	 (-4.197094332458262689e-01-2.336084246797583419e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.147740238899032650e-02+1.010281063824944314e-02j)	 (-4.328758318427439189e-01-2.332896572364543397e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.139654807730222930e-02+1.056252889105194215e-02j)	 (-4.459898389969230714e-01-2.326449839121556562e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (6.117196751479786476e-02+1.096717929599207511e-02j)	 (-4.590634368796286391e-01-2.316635394227001821e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (6.080707977647382967e-02+1.133848122730288926e-02j)	 (-4.720886576083260788e-01-2.303145461413532158e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (6.030906534795660301e-02+1.167895001290760945e-02j)	 (-4.850792749207407661e-01-2.287081010728563568e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.967776143957310986e-02+1.198857983229263680e-02j)	 (-4.980536281290710576e-01-2.268590615319305837e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.891950895140471434e-02+1.228009440559121174e-02j)	 (-5.110092898320046650e-01-2.247014974003352372e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.803775312337146330e-02+1.256916018861633719e-02j)	 (-5.239262853486759131e-01-2.223253968804065062e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.703192952835342555e-02+1.285368241767417125e-02j)	 (-5.368712667133846983e-01-2.197438619150767214e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.591467410558613460e-02+1.313386032500200168e-02j)	 (-5.498221466838223437e-01-2.169863365460518445e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.468188939195173237e-02+1.341582817277584341e-02j)	 (-5.627975863696306202e-01-2.140413583706172462e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (5.333281684207198670e-02+1.371887306879649229e-02j)	 (-5.758034227022883478e-01-2.108928877314940331e-01j)
