Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.197149899114280824e+00-4.294987331653550844e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.015265303210322934e+00-4.140671330936951389e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.035858537115718514e-01-3.583467316962359317e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.420444271473910280e-01-3.025419666896665416e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.112146281334053910e-01-2.481043941786479912e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.913579631435067041e-01-2.001589884149908016e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.839039779555619925e-01-1.740284575332078643e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.830399099207711044e-01-1.459992189898335624e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.861835526732037227e-01-1.272178809225281981e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.907004529330756704e-01-1.130864015718372056e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.961472089279192366e-01-1.034044682067191828e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.017531398928730013e-01-9.738077206017480003e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.070482645963996671e-01-9.442583748633484597e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.116360063733768504e-01-9.399818856828655311e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.152226041833132708e-01-9.555336630797253705e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.177670871764058935e-01-9.864237970141319367e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.191514302080853405e-01-1.029664224464149347e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.193794661981086414e-01-1.082288101491041959e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.184415058548477617e-01-1.141404464863531171e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.163632587564303433e-01-1.203893462064567210e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.132464139248116730e-01-1.269000241003500340e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.091150426348977520e-01-1.335447878688237611e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.040101385941952339e-01-1.401006351499363700e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.980889907717882981e-01-1.464892893261615092e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.913554488164976641e-01-1.526779466222782655e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.839247953008073866e-01-1.586352082282844189e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.758385627094748216e-01-1.642686892589985959e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.671638017274340360e-01-1.694406759338627499e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.579840044419767775e-01-1.742487920500540022e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.483154167715249105e-01-1.786872964008097697e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.382064726178162450e-01-1.826277406802180869e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.277781678458694614e-01-1.861127604359640308e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.169950001091921488e-01-1.891681036657548165e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.059467197284030604e-01-1.918324377298682715e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.946485584734420904e-01-1.940636967083934350e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.831536826986264188e-01-1.957805111236761153e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.714895631806504506e-01-1.971131416934776004e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.596465582257321492e-01-1.980775430280702076e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.476639627130359456e-01-1.985804847867656542e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.356181266077056691e-01-1.986984265276126871e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.234473363407023738e-01-1.984567944684867968e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.112102146745554965e-01-1.979087024056738198e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.989046893878900990e-01-1.970258532431544973e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.865709334061309788e-01-1.957569010464658421e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.741965990067089409e-01-1.942181739988730893e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.617581440297959583e-01-1.924224557027757743e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.492839140249258234e-01-1.903020100072607967e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.368150951436239104e-01-1.879357517817789869e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.242813915014897796e-01-1.853372909113690514e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.117134001751784123e-01-1.825545576655560887e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.990990018950759444e-01-1.795658109274630987e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.864622166523182578e-01-1.763427202889233103e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.737680492205999516e-01-1.729731634283032116e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.609868023887367938e-01-1.694624596199351130e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.481286911127347894e-01-1.657647588952456119e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.352064927038303832e-01-1.619501935280348026e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.221488811866360158e-01-1.580232289227259668e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (4.089607557040249031e-01-1.540173338746503584e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.956185793837010967e-01-1.499182574974848026e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.821198453958096208e-01-1.457172418297039695e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.684158661825959746e-01-1.414732418216174126e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.544698555383454797e-01-1.371872990948350690e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.402595462509631075e-01-1.328313567218454005e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (3.257653892290894304e-01-1.284651542775176458e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (3.109081613886836570e-01-1.240918717678804184e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.956609050635110592e-01-1.197265728526396289e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.799718182781149034e-01-1.153669409423832004e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (2.637852284393269464e-01-1.110222852943340832e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (2.470277291896827987e-01-1.067297771026321368e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (2.296331417245530138e-01-1.024946861523606256e-01j)
