Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.042143723124859633e+01-1.155781696821256475e+02j)	 (-7.791727578358094597e+00+1.340409529657446512e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.789466670424303629e+01-1.217420186432545535e+02j)	 (-1.181455998374498506e+01+1.471181425844963542e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.107636953863688234e+01-1.287514577339127015e+02j)	 (-1.250508853927686914e+01+1.587393152881610661e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (5.091016162205814766e+01-1.344035898787412293e+02j)	 (-1.128305970526829149e+01+1.679207828629840833e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (4.721555924372170665e+01-1.382087115872945446e+02j)	 (-9.188317476900058622e+00+1.752604940693528306e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.229861506270075466e+01-1.407201470272929669e+02j)	 (-6.987955917982364262e+00+1.813262267405216335e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.824170592716658490e+01-1.401457403893054732e+02j)	 (-6.498856947643773196e+00+1.855583571270257153e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.284010304206033481e+01-1.380121288914920683e+02j)	 (-6.161944534516116789e+00+1.897844543694006632e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.874640040075625080e+01-1.342061123038183155e+02j)	 (-6.237445352876974880e+00+1.937267786886110628e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.521666084864504498e+01-1.296062754831654331e+02j)	 (-6.911890078493788891e+00+1.976610731312864289e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.248123014406723996e+01-1.244071757056501042e+02j)	 (-7.938450980078900265e+00+2.016732087691655693e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.047449346423057648e+01-1.188807066436687307e+02j)	 (-9.216025535436653371e+00+2.058306112613024084e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.909158017905643945e+01-1.132266912738974440e+02j)	 (-1.069047316707099071e+01+2.101307205274802925e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.821984963168671712e+01-1.075711931193162769e+02j)	 (-1.231553851843566605e+01+2.145883835223822302e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.775457246672631939e+01-1.019821314633582716e+02j)	 (-1.403489644233338751e+01+2.192326019639264416e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.759787621076890218e+01-9.649971618384952876e+01j)	 (-1.581627888487465583e+01+2.240323651939648357e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.767450436537378522e+01-9.114051768303468748e+01j)	 (-1.765592733716431439e+01+2.289927272341597586e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.792239035218002385e+01-8.590679399981983977e+01j)	 (-1.953948932981890962e+01+2.340993466413858926e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.829250147412339800e+01-8.079119691667762027e+01j)	 (-2.144745992224003572e+01+2.393570715426257323e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.874382442378189850e+01-7.577943877290206842e+01j)	 (-2.334726454903480075e+01+2.447786758709866319e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.924660055703010286e+01-7.086084987434537652e+01j)	 (-2.526088090112891038e+01+2.503339302528227677e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.977828716174949975e+01-6.602115281804634606e+01j)	 (-2.719186048959946334e+01+2.560294326016612558e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.032081158767635998e+01-6.124230282439631168e+01j)	 (-2.910642054721000349e+01+2.618887963761737296e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.085887607823935852e+01-5.651135417866758104e+01j)	 (-3.100450685271557560e+01+2.678799355838856968e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.138216726814993862e+01-5.181466566723747036e+01j)	 (-3.290490592406998616e+01+2.740211459695291865e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.188336695338210802e+01-4.713855823342455409e+01j)	 (-3.481136162184050420e+01+2.802956864128200323e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.235599390562377309e+01-4.247051584839056915e+01j)	 (-3.671222339989885342e+01+2.867188228405116206e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.279438496747648912e+01-3.779829027869622848e+01j)	 (-3.857291347045514840e+01+2.933056062098542611e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.319570639696941683e+01-3.311148709760431075e+01j)	 (-4.043401383383448433e+01+3.000345987388667481e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.355788931643181883e+01-2.839934509815947905e+01j)	 (-4.230591053624107190e+01+3.069233515394139999e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.387868582678147789e+01-2.365094202159000147e+01j)	 (-4.414787362460009490e+01+3.139967297958780250e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.415697595366928141e+01-1.885700927656989379e+01j)	 (-4.596759757282204362e+01+3.212231130493800606e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.439236964339603020e+01-1.400797932674601931e+01j)	 (-4.778820979936219970e+01+3.286375376364072167e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.458468346162422691e+01-9.094229416298780677e+00j)	 (-4.962150236891586985e+01+3.362225862535644296e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.473399578886419903e+01-4.106715153210257263e+00j)	 (-5.145321706716142529e+01+3.440035050549547009e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.484072377454766567e+01+9.632982334290708382e-01j)	 (-5.324041438059146714e+01+3.519926453928044339e+02j)
