Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.181841467767697162e+00-3.762925410787628100e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.024112427044231444e+00-3.645223584446531939e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.272063498458414932e-01-3.179288151502628335e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.740562759932335446e-01-2.713142602699846750e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.472471021636216459e-01-2.258227226879008787e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.299442848779974291e-01-1.864635791475295068e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.237163025062068655e-01-1.662599884279936935e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.224330508924524441e-01-1.444330188700884698e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.247841266306183972e-01-1.305711611785368709e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.279777192090124194e-01-1.208816047735423588e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.317570888015078934e-01-1.150443613410891824e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.354573170465273702e-01-1.123342624320495392e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.386962490651258539e-01-1.122222974274486723e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.411476524979529801e-01-1.142228257470311176e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.425656493650952594e-01-1.178400443962927258e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.429388861700782831e-01-1.226798912099781452e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.421791513880845237e-01-1.284803516745830487e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.403071674114551692e-01-1.349836707163805383e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.373263985046791591e-01-1.419323832173993993e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.332607675336799469e-01-1.490474900530191216e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.282202788522010639e-01-1.562779101599777731e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.222356209075959432e-01-1.635154676774158988e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.153394429220813810e-01-1.705508057099478225e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.076852718007169196e-01-1.773292426757787643e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.992780865976164550e-01-1.838288888500971274e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.902299518157863689e-01-1.900231062779614011e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.805811908382068731e-01-1.958304095156492286e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.703857802220710482e-01-2.011251638860679369e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.597302597567127114e-01-2.060116943971481429e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.486348246083174285e-01-2.104888125476190863e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.371362165804030697e-01-2.144274637534643868e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.253502031722035559e-01-2.178832724973021329e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.132421257453545049e-01-2.208850420729926434e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.009009070696603505e-01-2.234660267646799148e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.883404247003899190e-01-2.255900786203775266e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.756005254876914501e-01-2.271820997109653961e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.627133619726874869e-01-2.283742840100326521e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.496750474326667968e-01-2.291844128309824813e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.365140772210980957e-01-2.295151501500118374e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.233012798332681070e-01-2.294523236076394523e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.099770439527514299e-01-2.290231449324680868e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.966014752461146209e-01-2.282726021718955445e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.831708505483416127e-01-2.271775870344083514e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.697114024461870097e-01-2.256912054602846496e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.562166661457055294e-01-2.239301642484909649e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.426695220109790663e-01-2.219092670084441277e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.290874249457785394e-01-2.195559146355672009e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.155052263982142779e-01-2.169561513491422844e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.018552532526389109e-01-2.141258516831133496e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.881705943648544377e-01-2.111038022458073260e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.744363561900062365e-01-2.078736234869937027e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.606610068845358175e-01-2.044104764203232005e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.468160407876602402e-01-2.008019799490500246e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.328778117269027614e-01-1.970563162399825985e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.188442722016307296e-01-1.931225431351021593e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.047205077328160372e-01-1.890761543729325422e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.904373066131420211e-01-1.849249984728142115e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.760019357066712309e-01-1.806926681967756798e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.613858640675812750e-01-1.763707509543394336e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.465679405497164023e-01-1.719532552686316995e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.315055594222522384e-01-1.674987626020755793e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.161662336359454817e-01-1.630123437176354551e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.005120231022241351e-01-1.584606199180859099e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.845126632964478097e-01-1.539074102809704914e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.680883898378255692e-01-1.493609413513655171e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.512123268368342544e-01-1.448256633559446560e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.338226352913426453e-01-1.403060171757318786e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (2.158381023599640347e-01-1.358136525191602773e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.971877321052871168e-01-1.313858915015274353e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (1.778038702219773282e-01-1.270339008574263018e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (1.575686452748460975e-01-1.227392456314367608e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (1.363741207717363846e-01-1.185601616937829450e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (1.140768050762550612e-01-1.145216743205004911e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (9.056981580717915481e-02-1.105980447277740003e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (3.911026976108909065e-02-1.032815866611776767e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (1.074068040108144134e-02-9.992562230786937449e-02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.976134373329945654e-02-9.686008993361566732e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-5.271455721381093640e-02-9.406057470465808978e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.276579891499413366e-01-8.967980388026142169e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-1.709274804007577253e-01-8.811460478508484351e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-2.188759088645543804e-01-8.725463007911836433e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-3.329848334975009649e-01-8.761519867054798349e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-4.021480871103872978e-01-8.924888447920445445e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-5.756001182120028536e-01-9.669130946485995914e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-6.868398853028132578e-01-1.033503341634871148e-01j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-8.217589642331639688e-01-1.128936558359613790e-01j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-9.896576858695115275e-01-1.262932435196653103e-01j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.204226755099372603e+00-1.455339956851881278e-01j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.885343189355941140e+00-2.137794122537751140e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-2.478398088840234159e+00-2.780785769723583267e-01j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-5.430051583708011442e+00-6.172381155334726310e-01j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.132468660365641355e+01-1.312326794082544490e+00j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.222544010122544655e+01+1.504190513601677548e+00j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (4.365416355488113354e+00+5.813751479547568657e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (3.379864348927235973e+00+4.707652397630607277e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (2.787263555880957089e+00+4.062666066562216627e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (2.391112089335689639e+00+3.655423953851815178e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.892819781912474131e+00+3.188008553724902550e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.590814323128010965e+00+2.952619977550191566e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (1.480131555679092381e+00+2.882491132817426860e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (1.308007282066250276e+00+2.800776527622221845e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (1.179814089376739705e+00+2.772721840066748045e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (1.127042570910434804e+00+2.772192870360724593e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (1.080099083051243802e+00+2.777817374059176614e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (9.999733098319778524e-01+2.806314873708857793e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (9.335648976433118529e-01+2.850305405135823977e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (8.774459303096850959e-01+2.907711707156281356e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (8.292006472236739256e-01+2.972812239048299721e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (8.073826742515346488e-01+3.009285974252468021e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (7.869503713065004735e-01+3.047028232395905256e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (7.496487683353454390e-01+3.126427302990785195e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (7.160133719056926971e-01+3.210418284875894424e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (6.857389407767687795e-01+3.298228081903961106e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (6.579834752816032806e-01+3.388861172984253822e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (6.449659130374445493e-01+3.435673160240255153e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (6.203444527020265387e-01+3.530537101618659301e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (5.974483843581901432e-01+3.627966156963011723e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (5.760232031843041112e-01+3.727304850080224718e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (5.558998459057369335e-01+3.828521573361301500e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (5.462017255347201283e-01+3.880009062485006432e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (5.276572475761436287e-01+3.983221395305043266e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (5.100037158510092317e-01+4.088121665880726230e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (4.848989083330396133e-01+4.247563142559122595e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (4.768452594934328714e-01+4.301642160513627355e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (4.689845217995490811e-01+4.355671029399667549e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (4.462650382959619799e-01+4.519074668970115005e-01j)
