f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (7.769239191573176218e-01-6.413826555451108691e-01j)	 (-2.622786777112407486e-01-1.390727645975475824e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (5.143696511299091778e-01-5.596319418374383625e-01j)	 (-3.287769283998555059e-01-2.005373529784830189e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.981230949389957807e-01-4.441686917855313110e-01j)	 (-4.206691480684615070e-01-2.218474511153599171e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.599259274529369446e-01-3.699773055415283007e-01j)	 (-5.012559975067325535e-01-1.994330817532224409e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.458699857949274481e-01-3.175523366596976205e-01j)	 (-5.524387098474696778e-01-1.530514666049649364e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.338907645658227286e-01-2.845950862193379338e-01j)	 (-5.872287592580865967e-01-9.812804003381092599e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.273123361542639165e-01-2.782153485030690043e-01j)	 (-6.035905019198523069e-01-5.618974826346212481e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.169902883109381730e-01-2.662255986715015288e-01j)	 (-6.059902420804591516e-01-1.102196145204395461e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (3.116033201014976606e-01-2.614869523293946729e-01j)	 (-6.035599864913813173e-01+2.521468822573136315e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (3.029739492363346942e-01-2.594595557438196254e-01j)	 (-5.954584773030309197e-01+5.793767018861920026e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.935971436428137515e-01-2.591699167621746014e-01j)	 (-5.838180699050230515e-01+8.600260364243161870e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.834590770578275798e-01-2.599048251053381331e-01j)	 (-5.697943710036565967e-01+1.098414641088727162e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.727571868823773227e-01-2.611385967151736986e-01j)	 (-5.542681256428352299e-01+1.297954789351387084e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.615530384691955312e-01-2.625693545801573991e-01j)	 (-5.379334460178764044e-01+1.462667191961126434e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.498583398104314290e-01-2.639902247206553088e-01j)	 (-5.212884332187240899e-01+1.596989950745897335e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.378848676079921842e-01-2.651399233222724305e-01j)	 (-5.046244457998414479e-01+1.704685571400832989e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.256987908868958170e-01-2.659683492503023272e-01j)	 (-4.882437789756869373e-01+1.788523282432538664e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.134060491325459052e-01-2.664366354731872999e-01j)	 (-4.723256770258296711e-01+1.851619834774196338e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.010267739634115647e-01-2.664662600086803446e-01j)	 (-4.569966314848171174e-01+1.896705034050952532e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.886050965353073539e-01-2.659916466398863921e-01j)	 (-4.423095808728820799e-01+1.927011691664388682e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.762729668228512625e-01-2.650257789559188892e-01j)	 (-4.283324291110776061e-01+1.943683898933186993e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.640215148553946234e-01-2.635791412836926417e-01j)	 (-4.151256827524959503e-01+1.948318698228917456e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.518324122257826425e-01-2.616395609950090684e-01j)	 (-4.026641065460104252e-01+1.943169977621240219e-01j)
