f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (5.944933056739299948e-01-4.899431277404050489e-01j)	 (-2.008864090134521718e-01-1.076346477368892440e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.941286016810902071e-01-4.279958072142749925e-01j)	 (-2.507733558574106736e-01-1.553145220595989473e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.050205223329063298e-01-3.402938490386553383e-01j)	 (-3.195766352978325342e-01-1.728040382141167175e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.755934614864888887e-01-2.839094734974130230e-01j)	 (-3.796522371636591453e-01-1.573195698736625237e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.644605367051983125e-01-2.440203857497275086e-01j)	 (-4.175648544843872934e-01-1.239544376587034258e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.549302783419423735e-01-2.192176354507099356e-01j)	 (-4.428972489757633246e-01-8.451090897562338333e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.495623722846571635e-01-2.147967401845362057e-01j)	 (-4.539259747043368209e-01-5.496223311488059732e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.409753011810223666e-01-2.060974631095475185e-01j)	 (-4.548304374867556121e-01-2.349940270037796999e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.361585599857128348e-01-2.028460786505555669e-01j)	 (-4.520684221432515471e-01+1.228056217875150152e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.286515014573628490e-01-2.017074390844781351e-01j)	 (-4.451624138929982655e-01+2.297274259297202303e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.204048425464023020e-01-2.018522890130426961e-01j)	 (-4.357298724278556579e-01+4.102556138537893915e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.114050152373262159e-01-2.027053912646988865e-01j)	 (-4.246572602629796744e-01+5.574776834985264995e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.018049878831679744e-01-2.038497021276981236e-01j)	 (-4.125990872045511848e-01+6.741458663435212495e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.916549133520769332e-01-2.050315490291308995e-01j)	 (-4.000708229483059264e-01+7.634464282722421002e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.809693420428233335e-01-2.060587255713436927e-01j)	 (-3.874488837758823245e-01+8.289185732885630264e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.699207552483751327e-01-2.067185435508190616e-01j)	 (-3.749396363279912103e-01+8.734319274998096627e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.585636247322395609e-01-2.069496136244149687e-01j)	 (-3.627599326725384765e-01+8.990361554858822268e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.469893897390841531e-01-2.067021237349574714e-01j)	 (-3.510310228575830305e-01+9.080329103137094182e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.352261599192668973e-01-2.058886363211007708e-01j)	 (-3.398428261010252305e-01+9.024074750075471163e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.233229178681964910e-01-2.044269264113990348e-01j)	 (-3.292469752041868869e-01+8.845107781294953009e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.113905132144789589e-01-2.023136232927724709e-01j)	 (-3.192738904948403955e-01+8.549309038442076680e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (9.943723021725586753e-02-1.995241539354603022e-01j)	 (-3.099655305541698658e-01+8.145777726452049783e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.747573212915793484e-02-1.959998002702366959e-01j)	 (-3.013283929843330600e-01+7.649815657603688257e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.564142470359980219e-02-1.916907571423888956e-01j)	 (-2.933441043329308440e-01+7.066659068979005975e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (6.394494446767726159e-02-1.865851543652036759e-01j)	 (-2.860641231533188056e-01+6.397000606684827284e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (5.245318471567020358e-02-1.806664634354757104e-01j)	 (-2.794675403282490533e-01+5.640870683349576142e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (4.122382322716605652e-02-1.738461656282622170e-01j)	 (-2.736062517506472336e-01+4.799857535705926576e-02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (3.038413801386238844e-02-1.660276832139659375e-01j)	 (-2.685433575622870328e-01+3.879880724088265176e-02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.006935871485063250e-02-1.571934144192454197e-01j)	 (-2.643592592524953155e-01+2.869327394796180805e-02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (1.042639917923376958e-02-1.472631439273868192e-01j)	 (-2.612285132179846259e-01+1.761178460467158896e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (1.731826791527751874e-03-1.361745742802886738e-01j)	 (-2.593842031592702990e-01+5.616634177568251458e-03j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (-5.605940558059512024e-03-1.240046710963589316e-01j)	 (-2.591144393894491693e-01-7.228670359754121866e-03j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.120327315247386657e-02-1.109671555491275746e-01j)	 (-2.608681347782590976e-01-2.073260846833732685e-02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.470677520939240798e-02-9.756955526491438435e-02j)	 (-2.649282519190960250e-01-3.443962834663054362e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.600483527202899159e-02-8.449157200263877898e-02j)	 (-2.714090197187196130e-01-4.760887842107611179e-02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.536860235482986892e-02-7.242687998722593945e-02j)	 (-2.799700467504522838e-01-5.944531877647363238e-02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.338973497951327640e-02-6.176736190551410793e-02j)	 (-2.900185265277089863e-01-6.968104718401627040e-02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.063150788316333251e-02-5.256253451234943475e-02j)	 (-3.010331331125094545e-01-7.827255626168723446e-02j)
