f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.043337547156041767e-01-3.307582608205961727e-01j)	 (-1.372669457855263953e-01-7.562924977927151793e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.689883978579532542e-01-2.890011995474426332e-01j)	 (-1.697905142545740875e-01-1.094111202961086660e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.083084376410143657e-01-2.299241760484845298e-01j)	 (-2.145114313430130926e-01-1.233046257539812118e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.879729377261264156e-01-1.918192303282686972e-01j)	 (-2.530662692822792659e-01-1.154020443953277658e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.796856859564532338e-01-1.646745801850724167e-01j)	 (-2.768953971771369038e-01-9.600630973729755435e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.724603608669900146e-01-1.479841596752842769e-01j)	 (-2.920848972578932723e-01-7.315914011392377070e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.680490367790168638e-01-1.450563910041481053e-01j)	 (-2.972292320643375452e-01-5.711799867055820934e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.608997833479990924e-01-1.392214007066450432e-01j)	 (-2.961944286688632522e-01-4.055883013904169193e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.562372588255210304e-01-1.368204555206632977e-01j)	 (-2.926436438310626720e-01-2.856813243780761610e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.494083264182695381e-01-1.357983825164293390e-01j)	 (-2.864922770577954525e-01-1.911334359030531643e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.417855921974494338e-01-1.354409769540580732e-01j)	 (-2.788103667717488632e-01-1.248422947734104636e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.333572789540912462e-01-1.352832423368116044e-01j)	 (-2.702045182904699860e-01-8.427472583614785059e-03j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.242290869493892363e-01-1.349799016249214889e-01j)	 (-2.610919450390123409e-01-6.778666023249462283e-03j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.144458445030438476e-01-1.342723287664354670e-01j)	 (-2.518079607853458413e-01-7.361769654145165764e-03j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.040457144634181486e-01-1.329106815949024911e-01j)	 (-2.426224067178236743e-01-9.989808816571349795e-03j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (9.318708619131355064e-02-1.306443360486448102e-01j)	 (-2.336797839263221599e-01-1.455790776259889910e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.196892248161943839e-02-1.272753377261317542e-01j)	 (-2.251643375394037916e-01-2.106109092159967958e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.057192623124897146e-02-1.225846290259570842e-01j)	 (-2.172411102670185890e-01-2.951221078125788183e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (5.923461137685231970e-02-1.162816746635971232e-01j)	 (-2.101638502489794613e-01-3.998435238336265490e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (4.838614952200448460e-02-1.080710560643285273e-01j)	 (-2.043579422654294708e-01-5.253040780116866038e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (3.871854881706959794e-02-9.784049001660344302e-02j)	 (-2.004178372255721319e-01-6.724151145776126326e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (3.112948543226140563e-02-8.581762384651941966e-02j)	 (-1.992375605926159088e-01-8.380963554411124949e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.642980601232280957e-02-7.289121826387930103e-02j)	 (-2.016225682449428458e-01-1.011612822762405217e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.468656791080564572e-02-6.040389832918766772e-02j)	 (-2.075037321430319714e-01-1.179091698423057472e-01j)
