Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.190990956730273886e+00-4.067806585662483987e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.019442827089478865e+00-3.929476236410460732e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.140738603250752048e-01-3.411640158659383637e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.561126232193412289e-01-2.893198202522556106e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.269862062811269565e-01-2.387294684560274383e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.082026158844841657e-01-1.944813595349357549e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.012592449796721583e-01-1.709132699514150366e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.001905370750379554e-01-1.455548263293290068e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.029758695920318212e-01-1.288941333131272127e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.069033260356275328e-01-1.166765954617798029e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.116128485960356631e-01-1.086501109382257968e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.163794353028437367e-01-1.040517305422571787e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.207712583200003076e-01-1.023179903413142522e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.244221828314913791e-01-1.029315979212420129e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.270591117822774230e-01-1.053692265840849990e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.286540157965032183e-01-1.092056285303539959e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.291017498190008661e-01-1.141580741801156706e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.284134306895165611e-01-1.199468521053779491e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.265849810205958548e-01-1.262966168681492196e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.236412747642081200e-01-1.329097043854519655e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.196876041477707542e-01-1.397212915622160212e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.147507884851428184e-01-1.466122047914289461e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.088681040942883316e-01-1.533653906461921179e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.021952387183963751e-01-1.599127871436269166e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.947364285114243421e-01-1.662263838345963696e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.866055036957380064e-01-1.722768963288755506e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.778433946680192168e-01-1.779766467255859685e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.685114687491586549e-01-1.831931262572786268e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.586944972107591001e-01-1.880269046758498985e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.484103405739709336e-01-1.924742127927170643e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.377023328371438149e-01-1.964063359480612003e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.266892300710526831e-01-1.998715139329525214e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.153358178624260599e-01-2.028968256953971594e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.037314475934042246e-01-2.055186279612690459e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.918907264695787207e-01-2.076973806839884085e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.798610800347687499e-01-2.093543966364901920e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.676719592241276979e-01-2.106207908646688109e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.553161467944552676e-01-2.115132874104933558e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.428282701710599234e-01-2.119368775011849504e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.302823164565288794e-01-2.119720543369458254e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.176174304576312890e-01-2.116450022045420210e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.048928443749982398e-01-2.110053493260329316e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.921057612793654279e-01-2.100270060696183272e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.792903731441642057e-01-2.086605305681250300e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.664368324615658423e-01-2.070224180571380024e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.535243293521949770e-01-2.051262979552608279e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.405765272381304332e-01-2.029023397570762222e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.276319016963950670e-01-2.004325254232279252e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.146212593011300074e-01-1.977314205652849488e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.015762466307122081e-01-1.948430317950194390e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.884835530519695546e-01-1.917479031394371536e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.753605381783971850e-01-1.884192043414892603e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.621749729025357856e-01-1.849446965582815239e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.488997459030312775e-01-1.813309069885537805e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.355398126840353545e-01-1.775298030968378293e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.221046591014577243e-01-1.736138238004837631e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.085238577395977622e-01-1.695888692703404754e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.948033081127776955e-01-1.654841709049953424e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.809173392792681856e-01-1.612879729084849278e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.668554636400897517e-01-1.569927144256876017e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.525715914484723879e-01-1.526571801081592072e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.380307806772340773e-01-1.482841225481544289e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.232040485576193056e-01-1.438432123921032924e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (3.080672608405295998e-01-1.393959466663155233e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.925409661498076241e-01-1.349476561191247370e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.765982319482980234e-01-1.305088524626518420e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.601829686082749449e-01-1.260801149036797353e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (2.432285722702749176e-01-1.216717755105377746e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (2.256626699129642977e-01-1.173210599879416505e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (2.074184627488516452e-01-1.130357552437424723e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (1.883922616455325771e-01-1.088005598997686396e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (1.684875439934735708e-01-1.046716385215600842e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (1.475685053425455640e-01-1.006672967935510199e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (1.255287654185327229e-01-9.677915075507569076e-02j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (7.736129516559721309e-02-8.947775092422297072e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (5.083764829634978416e-02-8.610999478703146304e-02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (2.235173461614963289e-02-8.300874796702095715e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-8.396965107441652088e-03-8.015887950683106555e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-7.823886684146609538e-02-7.558378499090992464e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-1.185053965294751016e-01-7.388900156384234363e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.630933468915001516e-01-7.284485655865785558e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-2.690985146526114202e-01-7.270928438554793982e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-3.332810160021058010e-01-7.400423743921769049e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-4.940918769969870339e-01-8.050505433188927251e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-5.971443465189607558e-01-8.650805766392505314e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-7.220712059622713674e-01-9.521130093312572817e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-8.774568092839551969e-01-1.075329506847982619e-01j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.075952470003187278e+00-1.253212107006652365e-01j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.705726635059013674e+00-1.888055474624210917e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-2.253863433963750662e+00-2.488341668174820220e-01j)
