Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.186550150218114386e+00-3.915647928732689520e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.021906260193158333e+00-3.787729795084963103e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.207617506993497347e-01-3.295928316426642857e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.652007270332456867e-01-2.803707590324138743e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.372263506482503503e-01-2.323342162583401371e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.191760029518774244e-01-1.905364134194230119e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.125853878151697574e-01-1.686580146298516103e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.114010781344509482e-01-1.450695345871231834e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.139630693760655511e-01-1.298123580061256721e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.175161565694654131e-01-1.188622309569221658e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.217530562252504112e-01-1.119329418404877846e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.259789255274871955e-01-1.082804364042463385e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.297869442953738073e-01-1.073585100825488331e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.328310270377254909e-01-1.086657810691105536e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.348517337949913353e-01-1.116927777600853766e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.358294559051794304e-01-1.160299125976370221e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.356675493528956666e-01-1.214049164726540841e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.343819489457152683e-01-1.275491524581214842e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.319723396774348911e-01-1.341962801608426181e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.284630966595486479e-01-1.410580293960583542e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.239618813465831026e-01-1.480765158160578243e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.184974183217801347e-01-1.551381161883490789e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.121046232947085608e-01-1.620296589777726060e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.049381072852456187e-01-1.686898065608174735e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.970024453888601146e-01-1.750936474758119921e-01j)
