Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.998721288446780520e+01-7.701763149530547992e+01j)	 (5.618993002745905407e+00+9.761459142853604476e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.311109866412142821e+01-7.755869496652827877e+01j)	 (4.649208362229460434e+00+1.067421812959366321e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.407499693840632204e+01-7.783566840942820875e+01j)	 (5.142837400197420195e+00+1.144758259155079685e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.375028392447950409e+01-7.700257629641882318e+01j)	 (6.077463160028888645e+00+1.206471557847360430e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.240974441472442891e+01-7.521089412633401139e+01j)	 (7.059698989325060126e+00+1.258485500334203238e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.098382306402976027e+01-7.279240175854840800e+01j)	 (7.822114058079207233e+00+1.305040187696705800e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.989710730427655960e+01-6.929936079777797886e+01j)	 (7.485203786747466559e+00+1.345107000698841091e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.857380296921301976e+01-6.546564556152064540e+01j)	 (7.070516833932367184e+00+1.386142327510799248e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.760148191238536697e+01-6.112194572125474679e+01j)	 (6.401087148374510427e+00+1.426145951022730856e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.681179832056190904e+01-5.658151347636270856e+01j)	 (5.404434477025838568e+00+1.467013511538809212e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.621899679821864027e+01-5.187397185206420858e+01j)	 (4.207345797307163515e+00+1.508731978777228449e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.579355480188221250e+01-4.706318705462786767e+01j)	 (2.859267979845018459e+00+1.551546737981073818e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.550315081942066087e+01-4.219359387587798693e+01j)	 (1.382156751344433498e+00+1.595370064949811706e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.531606484487204867e+01-3.729168556766015996e+01j)	 (-2.049911234814997818e-01+1.640248645100895715e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.520271795037870532e+01-3.237094030526130695e+01j)	 (-1.876108504040643554e+00+1.686344402868433008e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.513750243043662636e+01-2.743843270543385060e+01j)	 (-3.618908210198300335e+00+1.733472062435902501e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.509971649511837199e+01-2.249437569092313538e+01j)	 (-5.436571560275171855e+00+1.781674783173659478e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.507236774129809831e+01-1.753539647082294906e+01j)	 (-7.326814634899086798e+00+1.830882759837600702e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.504173312449178823e+01-1.255566182605522130e+01j)	 (-9.282419509663265345e+00+1.881147640241987915e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.499688747812439260e+01-7.548259292446306112e+00j)	 (-1.128908035528862008e+01+1.932588028526753021e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.493002316698013487e+01-2.505018169018820462e+00j)	 (-1.336595339185155495e+01+1.985025589897153679e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.483496819945218803e+01+2.582872223157238967e+00j)	 (-1.552081024748607163e+01+2.038528193859262387e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.470706583323277172e+01+7.723903366983915220e+00j)	 (-1.773858127491053693e+01+2.093316661112863812e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.454371841416334377e+01+1.292698325132943005e+01j)	 (-2.002572286797144585e+01+2.149197213610908079e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.434319007626180209e+01+1.820104653325835287e+01j)	 (-2.240268434884222515e+01+2.206326580113747582e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.410469408319706019e+01+2.355460984241342004e+01j)	 (-2.487893035275127218e+01+2.264641148468892879e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.382855959721147343e+01+2.899608579067719560e+01j)	 (-2.745521026003863696e+01+2.324295724183784841e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.351660201754750190e+01+3.453391046146989396e+01j)	 (-3.011956396603404684e+01+2.385485973354811335e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.317051033118510261e+01+4.017640580352087198e+01j)	 (-3.290945019791215032e+01+2.448079113868575973e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.279254089495137237e+01+4.593108086560225445e+01j)	 (-3.584328918321265434e+01+2.512250611016345090e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.238725106276043419e+01+5.180493228301622111e+01j)	 (-3.890655938271285663e+01+2.578339611027574279e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.195872662430418032e+01+5.780600033191776532e+01j)	 (-4.211882693669413413e+01+2.646165474609012449e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.151173641918262547e+01+6.394085238590857756e+01j)	 (-4.551582417170930484e+01+2.716069015252856502e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.105258405880719152e+01+7.021429668345032837e+01j)	 (-4.911923909888171380e+01+2.788046954113841025e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.058763869274260827e+01+7.663152491684591894e+01j)	 (-5.293933828502269989e+01+2.862429165896327277e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.012511424476589994e+01+8.319878014295647972e+01j)	 (-5.697032779171459538e+01+2.939549083263146372e+02j)
