f	lambda_1	lambda_2
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.556065281503360986e-01-2.556111507810584493e-01j)	 (-4.011776231983209540e-01+1.801385467916022942e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.434845200002476118e-01-2.535748957270554937e-01j)	 (-3.892736188479682391e-01+1.791370033403546780e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (1.315559977071621423e-01-2.509925710846419578e-01j)	 (-3.780771465775795703e-01+1.772940190954776507e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.198047226591416187e-01-2.479118631431014574e-01j)	 (-3.676306381659177336e-01+1.746870930026970803e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (1.082671469634679112e-01-2.443723879418458200e-01j)	 (-3.578844393045466088e-01+1.713737038133694712e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (9.693907536755899668e-02-2.403433790732166231e-01j)	 (-3.488375531302932431e-01+1.674518098127654175e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (8.586679978929856460e-02-2.357879743299524100e-01j)	 (-3.404484133395790924e-01+1.630690288319774917e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.509703814097117014e-02-2.307653682166624365e-01j)	 (-3.327198835921032494e-01+1.581910187310827109e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (6.459892111864598552e-02-2.252762911118824096e-01j)	 (-3.256711868714874947e-01+1.528375643065150447e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (5.438498759871178423e-02-2.193003194789804600e-01j)	 (-3.192535586384471769e-01+1.471130177839744535e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (4.456480461816961225e-02-2.128428521983481980e-01j)	 (-3.134397185800811281e-01+1.410371258635900460e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (3.510912718712580483e-02-2.059200666363009136e-01j)	 (-3.082797196715689747e-01+1.346082165307738443e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.604195608679904517e-02-1.985720523486615430e-01j)	 (-3.037311807213805004e-01+1.277976629373016315e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (1.738953475833665552e-02-1.907600334459071956e-01j)	 (-2.998255641162261842e-01+1.206456177997168033e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (9.247196705356425239e-03-1.824629513286533389e-01j)	 (-2.965570171943812672e-01+1.132500732451373338e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (1.642090914353869224e-03-1.737296130830459084e-01j)	 (-2.939677379568316207e-01+1.055353436411428647e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (-5.408816862811485771e-03-1.645438586843231132e-01j)	 (-2.921386205371333533e-01+9.748637927212205900e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.181145271831747501e-02-1.549167048849611761e-01j)	 (-2.910892757975407918e-01+8.919439596821367167e-02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (-1.742923323900474886e-02-1.449114785971840624e-01j)	 (-2.908576859015735150e-01+8.069662310324457466e-02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.221330821440420378e-02-1.345701105261971620e-01j)	 (-2.915860871946871491e-01+7.202468025967331822e-02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.609367870598625072e-02-1.240147900478768550e-01j)	 (-2.933082741736296462e-01+6.321035895084485545e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-2.896876208146684228e-02-1.133484737103953033e-01j)	 (-2.961315788492707712e-01+5.442165227959564616e-02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (-3.073440217275108521e-02-1.027693363199561755e-01j)	 (-3.000550369267152573e-01+4.593847005771618808e-02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (-3.144052523471280169e-02-9.248984229565197779e-02j)	 (-3.050830285497762029e-01+3.786322413004927778e-02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (-3.117736337326021401e-02-8.268411915207493634e-02j)	 (-3.111942555369859309e-01+3.037725802523819768e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (-3.007501747952059934e-02-7.354513890311391300e-02j)	 (-3.181816514796618756e-01+2.372279871813530797e-02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (-2.831238493393722910e-02-6.520466693570522998e-02j)	 (-3.257954723345399262e-01+1.799523626711340557e-02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (-2.609797045072638488e-02-5.767489185657471984e-02j)	 (-3.339210007305454253e-01+1.321275648539973688e-02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (-2.362922515996040973e-02-5.094215768753906914e-02j)	 (-3.423507833018224478e-01+9.271413063421742734e-03j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (-2.103034398340904165e-02-4.494775130619139969e-02j)	 (-3.509633084710858109e-01+6.170446476046415399e-03j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.839354560801613470e-02-3.963951783076820334e-02j)	 (-3.595634218182935382e-01+3.910750384874137064e-03j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.580950419581905741e-02-3.492773633340326422e-02j)	 (-3.681356380562335051e-01+2.319360596616763717e-03j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.332933277245071380e-02-3.072649431601191805e-02j)	 (-3.766960312938739119e-01+1.327451944270198383e-03j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.098531042627977350e-02-2.698098831889361726e-02j)	 (-3.851408404351644443e-01+9.047075955494051844e-04j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (-8.795454301022055665e-03-2.363799257043114332e-02j)	 (-3.934009056426575057e-01+9.621062991550315916e-04j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (-6.774317431917829813e-03-2.063518001222364173e-02j)	 (-4.015487987396815228e-01+1.456987043974062972e-03j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (-4.937483301234141253e-03-1.792925548374189881e-02j)	 (-4.095800033105404525e-01+2.265241772307482158e-03j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (-3.281873652204760072e-03-1.548067639159200759e-02j)	 (-4.174976169182229579e-01+3.398592325351851556e-03j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (-1.801639284234136940e-03-1.326191739488183363e-02j)	 (-4.252133625865016642e-01+4.859357730249296708e-03j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (-5.012985273040657108e-04-1.123906031745267042e-02j)	 (-4.328069217817218095e-01+6.557720488364794306e-03j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (6.198168403070969390e-04-9.382832634394280835e-03j)	 (-4.403422115348677446e-01+8.489589856991948402e-03j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (1.566042886816991497e-03-7.675571420008714396e-03j)	 (-4.477649561466737205e-01+1.064282219320790771e-02j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.342096466647167197e-03-6.098622673351886125e-03j)	 (-4.550451724950401733e-01+1.296715648913847330e-02j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.948361753326439461e-03-4.631315648869524515e-03j)	 (-4.622635554561512761e-01+1.547019984129283446e-02j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (3.384802318573770785e-03-3.260913259869116509e-03j)	 (-4.694493651954643187e-01+1.807205784490709469e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (3.654940784567087264e-03-1.972446737046718024e-03j)	 (-4.766088615370476234e-01+2.080167686168100938e-02j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (3.763649885580130916e-03-7.522780650029842198e-04j)	 (-4.836709226500101599e-01+2.365710100449769024e-02j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (3.708887880910116674e-03+4.109614382770826468e-04j)	 (-4.907236609877223543e-01+2.659457734419313005e-02j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (3.488460256387201919e-03+1.527718516666887183e-03j)	 (-4.978291496790325232e-01+2.963369164856146515e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (3.104094580859501074e-03+2.608252472319050330e-03j)	 (-5.049548942911278315e-01+3.275665525489359492e-02j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (2.555343743606792312e-03+3.664003541825194832e-03j)	 (-5.120886037126057833e-01+3.592550992838650786e-02j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (1.835950356651638166e-03+4.705132492352534501e-03j)	 (-5.192928173453122964e-01+3.918553789728983910e-02j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (9.493471548269183380e-04+5.733034312000742649e-03j)	 (-5.266712580946343314e-01+4.237317073177869486e-02j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.368237264829961358e-03+7.813340244363989329e-03j)	 (-5.417947676751153629e-01+4.899523611801898104e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-2.808078541021448438e-03+8.876522526874389141e-03j)	 (-5.497333583514686373e-01+5.230187654499308253e-02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-4.452443404823498013e-03+9.976225041195316279e-03j)	 (-5.578975229317053586e-01+5.563996455937970237e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-6.306824777249205038e-03+1.111918868344546896e-02j)	 (-5.664123431747030146e-01+5.893618056627991653e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.073287976735085372e-02+1.358454693390659385e-02j)	 (-5.848096169352072771e-01+6.555312526495012115e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-1.333085578304090205e-02+1.495527872896605659e-02j)	 (-5.948299454396984709e-01+6.871288793929754279e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.623729622538479245e-02+1.643116855573548141e-02j)	 (-6.056147536693301525e-01+7.186569998000118253e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-2.306859284182459502e-02+1.979778096346511418e-02j)	 (-6.303490012214962857e-01+7.786039308082698396e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-2.708940206024234090e-02+2.177028248384821341e-02j)	 (-6.447636877320888082e-01+8.063432629964280285e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-3.665342632941857859e-02+2.651245439327387654e-02j)	 (-6.798936230008548742e-01+8.560476443779030387e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-4.236665060365490953e-02+2.940981787527649494e-02j)	 (-7.020094871149531457e-01+8.769038203162043965e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-4.885903490707048380e-02+3.278571941628065367e-02j)	 (-7.286106494910691289e-01+8.942496432959469443e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-5.627696517159965633e-02+3.680397134407269177e-02j)	 (-7.614953094619413276e-01+9.065789624344493258e-02j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-6.482970762773158924e-02+4.162352711592499921e-02j)	 (-8.035610020330220538e-01+9.130247626538148809e-02j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-8.628457273353637436e-02+5.471796558377516051e-02j)	 (-9.391641225442549645e-01+9.016220210983531824e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-9.987372263520020998e-02+6.378211390570553974e-02j)	 (-1.059865567388634133e+00+8.806801444944552248e-02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.350380323949306460e-01+8.951039183942276212e-02j)	 (-1.683358693349845669e+00+8.304219099067240706e-02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.577800774520073945e-01+1.071200343410541739e-01j)	 (-2.965644790126462649e+00+9.277231825118198438e-02j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (2.287243706196824267e+00-2.942352442367548310e-02j)	 (-2.169169148478726217e-01+1.491134595164307353e-01j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (6.166332717186230328e-01-2.376316557914777763e-02j)	 (-2.889927268963368157e-01+1.833446921705365051e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (4.292706718029825619e-01-2.507938176482809103e-02j)	 (-3.227629196758526331e-01+1.935088962879056851e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (3.244473351515823056e-01-2.474053606785538498e-02j)	 (-3.523387664599160751e-01+2.003617734787357663e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (2.587369847301486114e-01-2.323087065043963340e-02j)	 (-3.776256492435698942e-01+2.054449251544069044e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.817809755447098441e-01-1.903640137380325364e-02j)	 (-4.178512218756808561e-01+2.133608457122383728e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.382223288463001465e-01-1.474839185859826846e-02j)	 (-4.482411517187946393e-01+2.205452418259741254e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (1.227369807127410284e-01-1.274795947189882872e-02j)	 (-4.608312845163992644e-01+2.241704849137599043e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (9.896703205140691684e-02-9.057162938223034532e-03j)	 (-4.824404247159351788e-01+2.316666000319156371e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (8.127213771582622592e-02-5.717666620968189783e-03j)	 (-5.004868858791780006e-01+2.395890608027003987e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (7.390786645733204985e-02-4.158709717492103941e-03j)	 (-5.085295055326557456e-01+2.436934639797008750e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (6.727386398165895176e-02-2.665395059291836288e-03j)	 (-5.160286157496929427e-01+2.478470760196075651e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (5.567512394602115722e-02+1.863439194442484403e-04j)	 (-5.296785141711413125e-01+2.564203640485076541e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (4.568540195887488276e-02+2.893333341279183402e-03j)	 (-5.420380242149301919e-01+2.652527249660552311e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (3.683879140215715053e-02+5.514505108313430548e-03j)	 (-5.533196873744886668e-01+2.743945729975160175e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (2.882225636215100806e-02+8.072151000919097763e-03j)	 (-5.637615086163176858e-01+2.836893574601927481e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (2.505066721800687513e-02+9.343206417514307582e-03j)	 (-5.687396658571011177e-01+2.884820035615602851e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (2.141277090198269450e-02+1.060908465220489205e-02j)	 (-5.735531183783209030e-01+2.933077658315803582e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (1.446767149036985722e-02+1.314042685384680942e-02j)	 (-5.827263206648739535e-01+3.030797580222456267e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (7.870980668442745243e-03+1.567860883435794050e-02j)	 (-5.915772938429489924e-01+3.130931996061145361e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (1.548639243731941839e-03+1.824770554007046353e-02j)	 (-5.999337301191911553e-01+3.232553462449090365e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (-4.560363994040472768e-03+2.085178132393153416e-02j)	 (-6.080366866396147429e-01+3.336098092675422455e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (-7.551289683260825614e-03+2.217140725151195424e-02j)	 (-6.119692392330229325e-01+3.388818150499762760e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.342338499730513779e-02+2.484886983026916851e-02j)	 (-6.196856776838354230e-01+3.495377680882149618e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.917954952036327043e-02+2.758443605940992527e-02j)	 (-6.271559556194018503e-01+3.604042946046168705e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.484283246627266850e-02+3.038536362509362820e-02j)	 (-6.344196751731157047e-01+3.714593130070303340e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.043630342162439995e-02+3.325735643105860728e-02j)	 (-6.414648180295398072e-01+3.827083305471643548e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (-3.320803721458601143e-02+3.471695218679309025e-02j)	 (-6.449612469955656735e-01+3.884408830613959585e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (-3.871785976495875636e-02+3.770335324277965250e-02j)	 (-6.517640922495417932e-01+3.999672246947173493e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (-4.419090378489667903e-02+4.076732400519211819e-02j)	 (-6.584059963348370959e-01+4.117148561599428547e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (-5.233401330746273450e-02+4.551970361691624889e-02j)	 (-6.681563311792535487e-01+4.297272421927111341e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (-5.503689504860623249e-02+4.714087148721614329e-02j)	 (-6.713500927138488228e-01+4.358649492258792058e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (-5.773672061252890786e-02+4.879082711741447587e-02j)	 (-6.744852108440332339e-01+4.420263223986532486e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (-6.582044256640895430e-02+5.387715676914550667e-02j)	 (-6.836627946358196928e-01+4.607986702889406705e-01j)
 (7.950000000000000000e+01+0.000000000000000000e+00j)	 (-7.118789275936937555e-02+5.737631375284063528e-02j)	 (-6.896644330114297672e-01+4.736319051620497267e-01j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (-7.655411992314437031e-02+6.097509510021370538e-02j)	 (-6.954941809818364629e-01+4.866376514018661559e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (-7.923955902820153940e-02+6.281539738012276164e-02j)	 (-6.983361411612138969e-01+4.931846288950122448e-01j)
 (8.250000000000000000e+01+0.000000000000000000e+00j)	 (-8.728296452051848009e-02+6.848053553162314344e-02j)	 (-7.067112005773075190e-01+5.132162821810175579e-01j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (-9.263314918990167568e-02+7.237637905700050611e-02j)	 (-7.121633483552419763e-01+5.268754286250486585e-01j)
 (8.450000000000000000e+01+0.000000000000000000e+00j)	 (-9.799417028864729207e-02+7.637290405100519153e-02j)	 (-7.174208774106507480e-01+5.407463349941047381e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (-1.006748516356817669e-01+7.841116397571221142e-02j)	 (-7.199942901185353294e-01+5.477609553596058944e-01j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.087114901359882979e-01+8.468715720084912801e-02j)	 (-7.275043970333553434e-01+5.691154787580390284e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.167443638425579022e-01+9.119681153326492096e-02j)	 (-7.346771986246606323e-01+5.909749843259829438e-01j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.194260364366653837e-01+9.342727253472274396e-02j)	 (-7.369752310542825313e-01+5.983384209950409760e-01j)
 (8.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.247892742071846084e-01+9.795629703898317553e-02j)	 (-7.414431329207412658e-01+6.132787987990870882e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.328228154646111658e-01+1.049745052665096157e-01j)	 (-7.478360612902690274e-01+6.360532565373991920e-01j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.381769447782903448e-01+1.097822769859489178e-01j)	 (-7.518819205755348234e-01+6.515315985651668473e-01j)
 (9.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.408508297119421271e-01+1.122320372781124842e-01j)	 (-7.538354361835313266e-01+6.593465565894819358e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (-1.488688476838322394e-01+1.197444873731400572e-01j)	 (-7.593917140176073000e-01+6.831105399644611387e-01j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.568764980648921781e-01+1.275183891638612677e-01j)	 (-7.644932381073963334e-01+7.073240329642800361e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.595518352406835039e-01+1.301690542897729896e-01j)	 (-7.660614584109805003e-01+7.154817520011101939e-01j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.648732857089411641e-01+1.355506722529448704e-01j)	 (-7.690990244279122257e-01+7.319973512713947583e-01j)
 (9.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.728552362024236011e-01+1.438626864293055529e-01j)	 (-7.731878302555819094e-01+7.570686489044460288e-01j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.781525175042815712e-01+1.495410290769589867e-01j)	 (-7.756444403653022235e-01+7.740550441822602323e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (-1.807969065823378241e-01+1.524223438567156308e-01j)	 (-7.767710354328684064e-01+7.826307157613344723e-01j)
 (1.015000000000000000e+02+0.000000000000000000e+00j)	 (-1.887132664719810560e-01+1.612624526798795976e-01j)	 (-7.798098509357327401e-01+8.085767323592982780e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (-1.965808787293850113e-01+1.703735015583196788e-01j)	 (-7.822899821329433179e-01+8.349346210890129516e-01j)
 (1.035000000000000000e+02+0.000000000000000000e+00j)	 (-1.992021560542490688e-01+1.734742102933207186e-01j)	 (-7.829645399304253628e-01+8.437845931622558471e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (-2.070141562137435276e-01+1.829489731854435919e-01j)	 (-7.846347028171687388e-01+8.706388410637571074e-01j)
 (1.065000000000000000e+02+0.000000000000000000e+00j)	 (-2.147774503795772394e-01+1.927041074086978667e-01j)	 (-7.856603661396467375e-01+8.978513864727533100e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (-2.173551777186838452e-01+1.960229199797768329e-01j)	 (-7.858698969501967113e-01+9.069829333669324756e-01j)
 (1.085000000000000000e+02+0.000000000000000000e+00j)	 (-2.250342522411518664e-01+2.061479858673312404e-01j)	 (-7.860386308954236956e-01+9.346323524048389952e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (-2.326356367209286291e-01+2.165561827622086710e-01j)	 (-7.855575949341487840e-01+9.625868275093645288e-01j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (-2.351520132435629962e-01+2.200842307585361701e-01j)	 (-7.852356559818161053e-01+9.719768015002474559e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (-2.426522078726993659e-01+2.308694358963832571e-01j)	 (-7.838294731207262611e-01+1.000277187691159142e+00j)
 (1.135000000000000000e+02+0.000000000000000000e+00j)	 (-2.500670811662160653e-01+2.419332927363928576e-01j)	 (-7.816729654680594219e-01+1.028833790274731985e+00j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (-2.525164318342014713e-01+2.456845235377554948e-01j)	 (-7.807931813066750770e-01+1.038406792107879006e+00j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (-2.621991812055020632e-01+2.610019719481018741e-01j)	 (-7.764815836067553434e-01+1.076908340648450313e+00j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)	 (-2.669753319398988634e-01+2.688601036479539852e-01j)	 (-7.738196758405827547e-01+1.096244587945794713e+00j)
 (1.175000000000000000e+02+0.000000000000000000e+00j)	 (-2.693467780421877622e-01+2.728259799365306826e-01j)	 (-7.723527132173503285e-01+1.105942575835909825e+00j)
 (1.195000000000000000e+02+0.000000000000000000e+00j)	 (-2.786672134378583299e-01+2.890303632144203272e-01j)	 (-7.656602316601367475e-01+1.144904253671951588e+00j)
