Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.231216914481655778e+01-1.211682239613636511e+02j)	 (-9.966333348390259417e+00+1.392426739513209384e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (5.067737088466502371e+01-1.282572128546466672e+02j)	 (-1.461452402351387825e+01+1.529337717970937263e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.443947670221342605e+01-1.365070864852256705e+02j)	 (-1.563860534247637268e+01+1.652351704868952709e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (5.445464874029406133e+01-1.434925735020460138e+02j)	 (-1.446114356675060897e+01+1.750195039251011337e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (5.034611106558992333e+01-1.485625755472557046e+02j)	 (-1.221079830195701277e+01+1.828415415331058398e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.466112624935666986e+01-1.522453095383125685e+02j)	 (-9.744348459092099901e+00+1.892631071681073252e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.987556750553842022e+01-1.523778484071075923e+02j)	 (-9.065940887081275434e+00+1.935998694268390636e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.343660588810055856e+01-1.506178919224576305e+02j)	 (-8.544490420534469166e+00+1.978894091145397738e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.852692837773915002e+01-1.468839582145915017e+02j)	 (-8.465353683195784740e+00+2.018504526764574507e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.427643485329592821e+01-1.421823408537402713e+02j)	 (-9.037475294929350866e+00+2.057706654597114380e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.097823186280768937e+01-1.367653896784329106e+02j)	 (-9.994709750661114001e+00+2.097589921641144883e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.855749534730844985e+01-1.309652879684602169e+02j)	 (-1.122654129529862921e+01+2.138936247179003942e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.688759720088253147e+01-1.250252266582037919e+02j)	 (-1.267267046629826410e+01+2.181749986179440839e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.583149167076097541e+01-1.190975422564277579e+02j)	 (-1.428135475125124110e+01+2.226210187906612248e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.526259965618611503e+01-1.132632308067394007e+02j)	 (-1.599016642948900824e+01+2.272636554841669749e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.506297465378327871e+01-1.075689659682657577e+02j)	 (-1.776296180296246874e+01+2.320699533899015705e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.514250454332578677e+01-1.020337033599070935e+02j)	 (-1.959454310822232870e+01+2.370453552739206486e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.542738725831009816e+01-9.665934462397180482e+01j)	 (-2.146825871195520463e+01+2.421742687243215357e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.585988978562412655e+01-9.143664999066905352e+01j)	 (-2.336240539178120912e+01+2.474614596511686671e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.639214587874952755e+01-8.634794288259337236e+01j)	 (-2.524116621346259137e+01+2.529197168731933516e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.698922300542738029e+01-8.138102234465715412e+01j)	 (-2.712736266517010364e+01+2.585166725078296395e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.762503093086073136e+01-7.651957027108531406e+01j)	 (-2.902405871640505808e+01+2.642588534369098170e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.827929093660399928e+01-7.174246678841953440e+01j)	 (-3.089444813235184739e+01+2.701699262444188321e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (1.893410898094562000e+01-6.703513298646323904e+01j)	 (-3.273790705196304174e+01+2.762155482990673931e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.957770255499577772e+01-6.238246670625016321e+01j)	 (-3.457343156394954065e+01+2.824144950378647536e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.020206367951618631e+01-5.776946693265665544e+01j)	 (-3.640446008918790000e+01+2.887481991748859969e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.079983138670371901e+01-5.318243678603084135e+01j)	 (-3.821787768273213004e+01+2.952318692381911092e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.136449363607404806e+01-4.860769175676235676e+01j)	 (-3.997605482223831785e+01+3.018796974721929018e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.189273462061381181e+01-4.403459290905639989e+01j)	 (-4.172112862856793214e+01+3.086690390291435051e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.238227865015976192e+01-3.945195767579293289e+01j)	 (-4.346310139063714217e+01+3.156175904562586538e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.283070630231286557e+01-3.484786068537442816e+01j)	 (-4.515802959885952816e+01+3.227488274012416127e+02j)
