Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.801685509204615343e+01-6.698462336828123398e+01j)	 (8.650616964585553958e+00+8.794376838263494278e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.043131839434975205e+01-6.633517733993318188e+01j)	 (8.148112424436462220e+00+9.617457485525700633e+01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.115515934494716532e+01-6.536542372593706318e+01j)	 (8.707838828217123961e+00+1.031476352347884671e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.092386857581436743e+01-6.347456168014270617e+01j)	 (9.476519848198234897e+00+1.088264642441086210e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.000108173623036478e+01-6.085568435633025786e+01j)	 (1.019928741611722067e+01+1.137353225252419264e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.907149717526522892e+01-5.774388054075870969e+01j)	 (1.069490600055249097e+01+1.182345283823556343e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.835330432372322562e+01-5.384944286669713875e+01j)	 (1.024654373374264615e+01+1.222725110053981581e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.751296169586190388e+01-4.974365595194485223e+01j)	 (9.738030235181177829e+00+1.264028445082778518e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.688742327609755733e+01-4.527576098746824584e+01j)	 (9.003721216804873251e+00+1.304543541356453318e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.638710477215930794e+01-4.066969646535663685e+01j)	 (7.991422585009201107e+00+1.345938399718258722e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.600717602336995071e+01-3.594356217913639284e+01j)	 (6.802238410980694816e+00+1.388108416786832038e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.572438971075863989e+01-3.113843098144454657e+01j)	 (5.475396439958490902e+00+1.431242224517255579e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.551510390355527491e+01-2.628133608628617424e+01j)	 (4.026634186097424184e+00+1.475256975299302269e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.535669614559157026e+01-2.138717789605546571e+01j)	 (2.469787467654464663e+00+1.520189976904550235e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.522839535100840536e+01-1.646255693106025575e+01j)	 (8.251588904315280137e-01+1.566183450451219699e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.511309465846286670e+01-1.150952474817688298e+01j)	 (-8.990570850934891389e-01+1.613079755877389232e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.499682458318985923e+01-6.525576518796847303e+00j)	 (-2.707684927108342521e+00+1.660922386359598875e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.486843784955085113e+01-1.505844080454783018e+00j)	 (-4.601201911024580760e+00+1.709656717459484412e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.471921936231435524e+01+3.556054832680365596e+00j)	 (-6.575426726672893629e+00+1.759334452288623822e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.454291100893294697e+01+8.667178182214525961e+00j)	 (-8.620404973786426339e+00+1.810071101415383623e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.433514590088107710e+01+1.383572208268974535e+01j)	 (-1.075577297409406619e+01+1.861713668570880031e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.409281751481934108e+01+1.907000025416865441e+01j)	 (-1.299123527630216834e+01+1.914329975114802380e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.381465579765999152e+01+2.437780531296386854e+01j)	 (-1.531675945905682212e+01+1.968137079306917201e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.350070875852327390e+01+2.976783302345997839e+01j)	 (-1.774180100768641211e+01+2.022967725025887091e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.315184425190546946e+01+3.524828175679252240e+01j)	 (-2.028890623215013278e+01+2.078975104922272692e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.277011845198281392e+01+4.082662056329851907e+01j)	 (-2.297075224542878757e+01+2.136119991976512438e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.235861604343479314e+01+4.651027817021267197e+01j)	 (-2.579289412663675662e+01+2.194561840396773391e+02j)
