Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.193110906509507352e+00-4.143674466246656807e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.018114635692911829e+00-4.000064543580857945e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.106386809275198724e-01-3.469147958766528039e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.514813632421702749e-01-2.937540617837061108e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.217838617781578758e-01-2.418835040400889869e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.026390079228098440e-01-1.964058745340492851e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.955229630077506053e-01-1.719873585320862985e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.945183034323020088e-01-1.457407632098710604e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.974199662514593889e-01-1.283752378964077012e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.015401853083495842e-01-1.155214295847628303e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.064916791365696058e-01-1.069444162114720903e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.115342781759210533e-01-1.018717976734428293e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.162235223802055684e-01-9.973145582207142146e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.201831786986215622e-01-9.999807942107716285e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.231332858599418323e-01-1.021413442936624227e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.250415420507484221e-01-1.057281219511091858e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.257985259900388897e-01-1.104703753748678130e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.254129341399952802e-01-1.160827836435745081e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.238788142560786731e-01-1.222854501332513999e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.212213071835843259e-01-1.287759677475316111e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.175445106634163794e-01-1.354859932190745075e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.128743133477666083e-01-1.422935391275238215e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.072492071541857994e-01-1.489795858806248485e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.008254154157047333e-01-1.554726836966957293e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.936070291969519186e-01-1.617432436638895910e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.857083506407509521e-01-1.677612889276096364e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.771704968562095361e-01-1.734375785580606344e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.680567162578256779e-01-1.786378734925041512e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.584513492268142310e-01-1.834617738324724745e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.483717050947448213e-01-1.879048565264366255e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.378628029937379651e-01-1.918384946124745971e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.270441457483077796e-01-1.953090660600256268e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.158804106914469223e-01-1.983432097566064090e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.044610748058144356e-01-2.009780541821205302e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.928009461206787734e-01-2.031732155991047006e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.809493583747642242e-01-2.048491117709767551e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.689350980650693446e-01-2.061365772659068396e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.567501328039344610e-01-2.070520774084529669e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.444306393203371730e-01-2.075011930942641525e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.320513929179942814e-01-2.075630761011028058e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.195512451801394871e-01-2.072636568344388974e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.069892208126703714e-01-2.066537248560048612e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.943627615955161536e-01-2.057064519944037662e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.817080520659165810e-01-2.043717610468615831e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.690144078043993803e-01-2.027660923629306389e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.562601047998060322e-01-2.009027901056321952e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.434703647320593412e-01-1.987127201824660239e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.306845674194150542e-01-1.962768441329366675e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.178331483522982115e-01-1.936094065202220160e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.049474012079082641e-01-1.907557210177100449e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.920144120761826834e-01-1.876955678260464611e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.790537614788921705e-01-1.844016172757235172e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.660322957483754580e-01-1.809616684279937715e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.529220403645893289e-01-1.773818426685425664e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.397297032967547037e-01-1.736148349508684352e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.264658683902587399e-01-1.697323167899638940e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.130598074503060158e-01-1.657397075778746509e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.995170841397012174e-01-1.616676503769289286e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.858127399144918313e-01-1.575035565216381384e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.719389490407641330e-01-1.532394680331001791e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.578487543870413345e-01-1.489342246237028711e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.435065994804479272e-01-1.445900059281154393e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.288857403028483395e-01-1.401772414568526748e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (3.139635721861924744e-01-1.357568439346026334e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.986607204670626015e-01-1.313334251855731993e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.829502425789295339e-01-1.269190136821757298e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.667774804332554983e-01-1.225132233220340983e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (2.500794763517380503e-01-1.181260485298733648e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (2.327835129174934126e-01-1.137946951452309535e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (2.148230000664142769e-01-1.095261093448169909e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (1.960977904812701567e-01-1.053057656253320040e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (1.765142088052001346e-01-1.011893048085076019e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (1.559383618182803577e-01-9.719335356775678225e-02j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (1.342640053975813486e-01-9.331386698199455043e-02j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (8.691644905419618206e-02-8.601557691627208235e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (6.085260240516655178e-02-8.264442446837273748e-02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (3.286891456115859783e-02-7.953370204108332897e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (2.669418194661203614e-03-7.667059334686866789e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-6.590144044374399157e-02-7.204525378903885169e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-1.054196888331868781e-01-7.031700619378820905e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.491702393925826431e-01-6.922557759009567713e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-2.531558624027809290e-01-6.896282662561423193e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-3.160970094584558687e-01-7.017108320046953895e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-4.737571085854891395e-01-7.643122814741262760e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-5.747688264438572947e-01-8.226673747757015653e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-6.972049729564153697e-01-9.075565199753356238e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-8.494713803557799592e-01-1.028023550695297411e-01j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.043960281674864099e+00-1.202204201129517258e-01j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.660935524099614646e+00-1.824916883383850275e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-2.197874619248174621e+00-2.414325982366278267e-01j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-4.869196472230943762e+00-5.533404105856303268e-01j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.020293051034140852e+01-1.193574687411201873e+00j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.110419293960543108e+01+1.402521320781587866e+00j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (3.991850190507786333e+00+5.527577070665689041e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (3.099783404871057524e+00+4.511444805362132549e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (2.563255949316166404e+00+3.920264492440799775e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (2.204476095263505186e+00+3.548168658961498023e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.752925070382337136e+00+3.123856181289081935e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.478966711133701262e+00+2.913399104392208061e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (1.378471637245142434e+00+2.852010139887668494e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (1.222026445673711548e+00+2.783205049221367244e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (1.105328127394709758e+00+2.763911980185932982e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (1.057223651260352337e+00+2.766728145020500018e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (1.014392694147495444e+00+2.775205843402802630e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (9.411834438378616774e-01+2.808099558663728623e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (8.803749330753759539e-01+2.855313841398691155e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (8.288745289308873110e-01+2.914961023035796406e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (7.844948395354910398e-01+2.981703050500015828e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (7.643876648342090574e-01+3.018740681112997426e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (7.455344097041569640e-01+3.056947836073981017e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (7.110540107204555982e-01+3.136975108722091510e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (6.798760970195795172e-01+3.221323928919320179e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (6.517448934746196132e-01+3.309192481934560282e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (6.258831541136454790e-01+3.399722002215653793e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (6.137299804646371149e-01+3.446393381961564972e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (5.906962774148732942e-01+3.540900630090620393e-01j)
