f	lambda_1	lambda_2
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.542718583986867453e-02+1.873120824114554023e-02j)	 (-7.401484581544819363e-01-1.903606015014669972e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.270968367686308276e-02+1.939627192061647853e-02j)	 (-7.562869215734713269e-01-1.861118156589951500e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.988666972577062875e-02+2.012846311913272027e-02j)	 (-7.728971492716805169e-01-1.818509038637609876e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.695072431345806041e-02+2.091953682107044327e-02j)	 (-7.900627777332068780e-01-1.775838237804987230e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.391491876749714252e-02+2.176514205224705165e-02j)	 (-8.078209299562720824e-01-1.732935758156035899e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.076831347887807960e-02+2.267097735017766305e-02j)	 (-8.262525524321482351e-01-1.689872779442600503e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.750621504636361292e-02+2.366222908725990406e-02j)	 (-8.454813233428944974e-01-1.646738978068283399e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.413073439125855923e-02+2.472645023262417391e-02j)	 (-8.655865943696984255e-01-1.603778503926393817e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (1.063221098388740515e-02+2.585478010121623066e-02j)	 (-8.866495202973234679e-01-1.561069791597036460e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (7.013198830555775198e-03+2.706509687423661048e-02j)	 (-9.088343108226777378e-01-1.518248886154990041e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (3.272466890692646291e-03+2.837075609881530361e-02j)	 (-9.322936941002498701e-01-1.475792428792495614e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-6.068324647775270864e-04+2.976859324816618496e-02j)	 (-9.572081409042517697e-01-1.433926003013321349e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-4.585226828015070977e-03+3.124155115838353480e-02j)	 (-9.837079376628566907e-01-1.391802375571206674e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.298780740344732815e-02+3.450822863849834637e-02j)	 (-1.042608394172895192e+00-1.309037410894325903e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.739046241425307865e-02+3.628379996775918381e-02j)	 (-1.075546036212152723e+00-1.267968987672958292e-01j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-2.194939358352498981e-02+3.818479208365553601e-02j)	 (-1.111332113762401930e+00-1.227719088607926723e-01j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.664708991864779553e-02+4.019925648422703612e-02j)	 (-1.150379902248633845e+00-1.187358113599067538e-01j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-3.654495446607432946e-02+4.458935239885851443e-02j)	 (-1.240566776833260221e+00-1.109197745754959691e-01j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-4.171105826304715575e-02+4.700593081104535720e-02j)	 (-1.293417361976042734e+00-1.069343857635964012e-01j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-4.707095816499330676e-02+4.955716560478530541e-02j)	 (-1.352580947184218729e+00-1.031325703369321695e-01j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-5.830207024976034880e-02+5.506034458815151772e-02j)	 (-1.495446885875057363e+00-9.532138461876336899e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-6.418467248578967055e-02+5.805258363740698618e-02j)	 (-1.583248083039383136e+00-9.131808630677341887e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.652308932924721530e-02+6.451282695103147113e-02j)	 (-1.806488593390844999e+00-8.285158153887180188e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-8.299263289875971616e-02+6.797858670894524336e-02j)	 (-1.951442408812171347e+00-7.826191922900627151e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-8.967550820486724916e-02+7.161294641294743690e-02j)	 (-2.128669752641634272e+00-7.333411733917684361e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-9.655057300323671710e-02+7.543890430803396052e-02j)	 (-2.350831419672862133e+00-6.766350716700644807e-02j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.036524137267597345e-01+7.944705750845904024e-02j)	 (-2.636773027876408992e+00-6.137011385343531245e-02j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.185048103579502687e-01+8.793645285621765062e-02j)	 (-3.553075750112426601e+00-4.295788877842503933e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.262591298070585011e-01+9.243697761581648464e-02j)	 (-4.356654142678968000e+00-2.809927549438156688e-02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.424527757015544571e-01+1.018839664146720669e-01j)	 (-8.380802850391880554e+00+4.254776745195066462e-02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.508479959251739499e-01+1.068243897523213359e-01j)	 (-1.644223120148085115e+01+1.830667384036362977e-01j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.582027619835043986e+01-3.734260295015154330e-01j)	 (-1.683212606175198411e-01+1.170493979580925492e-01j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (5.077889055294256160e+00-1.865460248256589904e-01j)	 (-1.865760882886255412e-01+1.276547727628712936e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (3.738477183071353238e+00-1.625681865165924667e-01j)	 (-1.959746527978962483e-01+1.330666780999248400e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (2.937014473613647425e+00-1.486318668143929711e-01j)	 (-2.055081726733102854e-01+1.384861609680019257e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (2.404660440747705685e+00-1.389141244982670109e-01j)	 (-2.151566650063699015e-01+1.439473359167192934e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.742812324059902940e+00-1.266268361107630858e-01j)	 (-2.347704271865488079e-01+1.548315764561347119e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.349854528057022218e+00-1.189015798513953365e-01j)	 (-2.546001190912474677e-01+1.655780792729623641e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (1.208495316728535496e+00-1.159123657256779794e-01j)	 (-2.644967340427525349e-01+1.708733745290971773e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (9.931193967896908559e-01-1.108188351979332575e-01j)	 (-2.842029884771756776e-01+1.812844035899287554e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (8.375304741146569754e-01-1.062678406565793210e-01j)	 (-3.035867431224369972e-01+1.914967698578223243e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (7.750612725129097935e-01-1.041359769987635353e-01j)	 (-3.131126060171902648e-01+1.965287723401672459e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (7.203912641898472247e-01-1.021210615323680515e-01j)	 (-3.224910489792826573e-01+2.014919078557053655e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (6.293584012712581943e-01-9.811626003852014222e-02j)	 (-3.407585961598511570e-01+2.113324192625899989e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (5.564970070576444883e-01-9.425541914641405450e-02j)	 (-3.584314043087756252e-01+2.210408848872994214e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (4.969899892216622095e-01-9.034669040310679133e-02j)	 (-3.754023984079389864e-01+2.307459447332338431e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (4.474726155484574641e-01-8.658828309697097492e-02j)	 (-3.916526207050987085e-01+2.403813972237439645e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (4.256429641126264762e-01-8.463921666330249949e-02j)	 (-3.995394709813617773e-01+2.452661395445149273e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (4.055021500964376413e-01-8.272498053059032519e-02j)	 (-4.072389972683181925e-01+2.501504582405768007e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (3.695038132404344089e-01-7.891930330409849259e-02j)	 (-4.220908535781981996e-01+2.599621868914939737e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (3.380254352379514771e-01-7.515312957263313443e-02j)	 (-4.364245502520989750e-01+2.698943164855199806e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (3.103797080310025103e-01-7.139671924657334245e-02j)	 (-4.500528416759968509e-01+2.799363501000323162e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (2.856835263596381735e-01-6.768360257144090397e-02j)	 (-4.631833774707663220e-01+2.901073054680569641e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (2.743014228343896854e-01-6.581024079344771627e-02j)	 (-4.695403231105426123e-01+2.952773595811515328e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (2.531345033675268530e-01-6.209781900528827531e-02j)	 (-4.819174048005707700e-01+3.057053515239959718e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (2.338383513777201883e-01-5.837075373269065559e-02j)	 (-4.938121941819053617e-01+3.163287902317636346e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (2.161093157861529446e-01-5.464435452037749719e-02j)	 (-5.052638986484681016e-01+3.271310588090077798e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (1.997162521834680571e-01-5.089955348333037588e-02j)	 (-5.162744687649252207e-01+3.381284735532418262e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (1.919292179582655633e-01-4.901577205867316267e-02j)	 (-5.216743298020525277e-01+3.437252272303678025e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (1.771508130533502312e-01-4.525524677179326716e-02j)	 (-5.321240993178298906e-01+3.549946319187368693e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (1.632626646588111741e-01-4.145410148464552524e-02j)	 (-5.422232915366578254e-01+3.664892201623303758e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (1.438151118564251485e-01-3.570671031709006515e-02j)	 (-5.568156572572313667e-01+3.841054111951639483e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (1.376527348589089705e-01-3.375938537283437735e-02j)	 (-5.615443067958016954e-01+3.901126555538920737e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (1.316472754912875742e-01-3.181190149712842530e-02j)	 (-5.661688228327178551e-01+3.961450729794672720e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (1.144212964363827550e-01-2.589305945129780073e-02j)	 (-5.795918713443808379e-01+4.145435234255240853e-01j)
 (7.950000000000000000e+01+0.000000000000000000e+00j)	 (1.034969223665622023e-01-2.188000438112776280e-02j)	 (-5.882506243634915144e-01+4.271171158602191653e-01j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (9.298201307194892129e-02-1.781099494299134833e-02j)	 (-5.966084173416368319e-01+4.398740003517251917e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (8.786574098146626710e-02-1.575519224162634513e-02j)	 (-6.006671215293060140e-01+4.463029925026912870e-01j)
 (8.250000000000000000e+01+0.000000000000000000e+00j)	 (7.298936850880666238e-02-9.490409866763888092e-03j)	 (-6.125201528363253267e-01+4.659673770184744046e-01j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (6.342482065045884632e-02-5.227651591023410593e-03j)	 (-6.201613831819271505e-01+4.793738242689085105e-01j)
 (8.450000000000000000e+01+0.000000000000000000e+00j)	 (5.412041970529136992e-02-8.876257773260676220e-04j)	 (-6.275151550910372800e-01+4.930008924583796914e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (4.955619725853227520e-02+1.310094756540300387e-03j)	 (-6.311013754716392476e-01+4.998933263976554353e-01j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (3.618042814699341803e-02+8.018858826772334858e-03j)	 (-6.415213937751237383e-01+5.208780041862031140e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (2.323030571593359683e-02+1.491290225273796122e-02j)	 (-6.514312684254459640e-01+5.423656605892336335e-01j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (1.900036113088217349e-02+1.725423126815592290e-02j)	 (-6.546036201235818641e-01+5.496085284508157587e-01j)
 (8.950000000000000000e+01+0.000000000000000000e+00j)	 (1.065475259016944454e-02+2.200330991748429554e-02j)	 (-6.607755918601292411e-01+5.643053130455020217e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.590940070618773738e-03+2.929714110996083087e-02j)	 (-6.696019826543023745e-01+5.867075179743421742e-01j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)	 (-9.591951900980583146e-03+3.427585536074306827e-02j)	 (-6.752015875712614745e-01+6.019381330248689821e-01j)
 (9.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.354587450703950702e-02+3.680154774860114331e-02j)	 (-6.779108537333304874e-01+6.096273074229390243e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (-2.523768633289444341e-02+4.452428896671994929e-02j)	 (-6.856650240923202189e-01+6.330154378751882138e-01j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (-3.669167121093913631e-02+5.247336808598047908e-02j)	 (-6.928613242971686237e-01+6.568542395722375415e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (-4.046350279067650879e-02+5.517533644517934321e-02j)	 (-6.951078829069153864e-01+6.648906563625424093e-01j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)	 (-4.793020348884022286e-02+6.065333467422955038e-02j)	 (-6.994718127772808769e-01+6.811538944111410476e-01j)
 (9.850000000000000000e+01+0.000000000000000000e+00j)	 (-5.896985526573153558e-02+6.907693530005359905e-02j)	 (-7.054798919259243073e-01+7.058542705378104687e-01j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (-6.622132497774252391e-02+7.482228976257726538e-02j)	 (-7.091771433501281585e-01+7.225903813486689309e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (-6.981711616598226811e-02+7.773472386395374745e-02j)	 (-7.109138235237085768e-01+7.310399677119696626e-01j)
 (1.015000000000000000e+02+0.000000000000000000e+00j)	 (-8.048965981314026852e-02+8.664488203661574461e-02j)	 (-7.157331287798923691e-01+7.566147471331226004e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (-9.098778281649388955e-02+9.580646929529440525e-02j)	 (-7.199347903505821655e-01+7.825999478737747372e-01j)
 (1.035000000000000000e+02+0.000000000000000000e+00j)	 (-9.445483989186209683e-02+9.891875843178443706e-02j)	 (-7.211717916795186145e-01+7.913293418871172324e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (-1.047392176229725580e-01+1.084217128910987260e-01j)	 (-7.244947806763069043e-01+8.178173488549562720e-01j)
 (1.065000000000000000e+02+0.000000000000000000e+00j)	 (-1.148686980901736376e-01+1.181879407591722164e-01j)	 (-7.271270575918578061e-01+8.446674113435008735e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (-1.182124769025321154e-01+1.215050397929626214e-01j)	 (-7.278605026245402732e-01+8.536808518483800512e-01j)
 (1.085000000000000000e+02+0.000000000000000000e+00j)	 (-1.281345137445278892e-01+1.316235935406038782e-01j)	 (-7.295815714346036707e-01+8.809751084080575945e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (-1.378980472104662236e-01+1.420121071496144305e-01j)	 (-7.306150851295678539e-01+9.085795917625740792e-01j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (-1.411179538413273593e-01+1.455326243734312575e-01j)	 (-7.307918370543313724e-01+9.178538225217444113e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (-1.506780393434294374e-01+1.562836443468584857e-01j)	 (-7.308574803424197075e-01+9.458166651080733844e-01j)
 (1.135000000000000000e+02+0.000000000000000000e+00j)	 (-1.600838506618646462e-01+1.673059163250226189e-01j)	 (-7.301471913594911323e-01+9.740429603186023799e-01j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (-1.631831883308723641e-01+1.710413923043684337e-01j)	 (-7.297434993492483146e-01+9.835073194166874533e-01j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (-1.754009236967808416e-01+1.862884328322955696e-01j)	 (-7.273080149628585733e-01+1.021587516233612325e+00j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)	 (-1.814057594879965873e-01+1.941040206679276459e-01j)	 (-7.255682024709624311e-01+1.040722595982506826e+00j)
 (1.175000000000000000e+02+0.000000000000000000e+00j)	 (-1.843820847549777486e-01+1.980507415961569595e-01j)	 (-7.245609656964606682e-01+1.050322571353856871e+00j)
 (1.195000000000000000e+02+0.000000000000000000e+00j)	 (-1.960773727997266458e-01+2.141661620956841483e-01j)	 (-7.196806431398279358e-01+1.088897761256088836e+00j)
