f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.208264104488246282e-01-3.446647492729008055e-01j)	 (-1.427561156291466959e-01-7.834800175109106479e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.798260486728745278e-01-3.011906413168481955e-01j)	 (-1.767883944416431541e-01-1.132997663032529190e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.166686062812398506e-01-2.396550168792023761e-01j)	 (-2.235979581800148219e-01-1.274754445276378156e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.955467153553803461e-01-1.999871167102352243e-01j)	 (-2.640283464003173042e-01-1.188870074609681138e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.870257700633311815e-01-1.717634677293091439e-01j)	 (-2.890958818543196696e-01-9.824732945271838491e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.796168382247630979e-01-1.544019258464126021e-01j)	 (-3.051841949846156865e-01-7.392269956341518400e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.751428694135561126e-01-1.513913480718788729e-01j)	 (-3.108607522757774189e-01-5.665996191801968285e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.678935014190758024e-01-1.453580749574757136e-01j)	 (-3.100194937821025842e-01-3.875403718944912812e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.632469385106410931e-01-1.429467145726716071e-01j)	 (-3.065666693554868205e-01-2.559225899225241532e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.563914819387118849e-01-1.419905648705274415e-01j)	 (-3.003821249083343248e-01-1.499272387836129636e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.487503186514515796e-01-1.417696094851208788e-01j)	 (-2.925838110785470292e-01-7.277468354648999882e-03j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.403105987190741977e-01-1.418140166920999201e-01j)	 (-2.838017515936507862e-01-2.179038053928107968e-03j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.311808695669526847e-01-1.417785619250099272e-01j)	 (-2.744725312419460939e-01+4.829031598672264662e-04j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.214034903827898304e-01-1.414136853586166753e-01j)	 (-2.649441973880419243e-01+9.054297396597963234e-04j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.110084232559891415e-01-1.404863031192738476e-01j)	 (-2.554897111172341195e-01-6.982201470706975730e-04j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.001451508733943452e-01-1.387645148103416604e-01j)	 (-2.462488210731515470e-01-4.191912217388385833e-03j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.888904192896218692e-02-1.360835911713042801e-01j)	 (-2.373888824547912835e-01-9.531930470174670988e-03j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.737610581342674321e-02-1.322652743711979773e-01j)	 (-2.290341984650858531e-01-1.668391264439711766e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (6.575593862584661053e-02-1.270614712776893529e-01j)	 (-2.213536494379416686e-01-2.567254374956488144e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (5.429682468025362474e-02-1.201919922129445206e-01j)	 (-2.146122926056409363e-01-3.652898336846158167e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (4.344788562191018166e-02-1.114527132045498026e-01j)	 (-2.091631817584004849e-01-4.943263882929204572e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (3.385998170376389171e-02-1.007163883353652811e-01j)	 (-2.056567720968627555e-01-6.442731603616196068e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.645628418881648680e-02-8.823217731722335366e-02j)	 (-2.050107767364413580e-01-8.107677045368605340e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.203100191357304505e-02-7.497325293644825639e-02j)	 (-2.078816892238084801e-01-9.835817160731512299e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.054004248174723379e-02-6.226045636797013227e-02j)	 (-2.142465120492925146e-01-1.149440572628575574e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.120993887844639658e-02-5.102337493098559745e-02j)	 (-2.232421012647887171e-01-1.298891459838141804e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.314695667366320486e-02-4.149678216088296956e-02j)	 (-2.339590149853383871e-01-1.428811471222034279e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.570992528121632259e-02-3.353957328692460521e-02j)	 (-2.457180777749585765e-01-1.539371205796999098e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.850265160839816903e-02-2.690677601269848840e-02j)	 (-2.580561393469255616e-01-1.634060808112054453e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (3.130425767834812967e-02-2.135449512453010956e-02j)	 (-2.707551514015250627e-01-1.715318790857797704e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (3.400102723007078498e-02-1.668100140774596979e-02j)	 (-2.836776094866628184e-01-1.783918548298167595e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (3.653530089787408730e-02-1.272327600679691584e-02j)	 (-2.966638274610428061e-01-1.841932190044979767e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (3.886936963577283799e-02-9.354342989245992279e-03j)	 (-3.097258893755630571e-01-1.890899574572028619e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (4.099160915694130547e-02-6.478623833461899517e-03j)	 (-3.227772600944845971e-01-1.932111217888135279e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (4.289574465992404551e-02-4.011866968954787283e-03j)	 (-3.358114069290957238e-01-1.965994639983399406e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (4.458561984270356660e-02-1.881681993934992969e-03j)	 (-3.487982374185862877e-01-1.992455554162833598e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (4.606507735113063440e-02-3.872809749149580538e-05j)	 (-3.617225443193867740e-01-2.013221511288903476e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (4.733548818987101670e-02+1.557765136213626334e-03j)	 (-3.746033542124009297e-01-2.028839000470158138e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (4.840675670910644934e-02+2.946832325633509664e-03j)	 (-3.874252660551438243e-01-2.038731925001752154e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (4.928862374902834298e-02+4.165859433223360886e-03j)	 (-4.001356587744810400e-01-2.043965787937412071e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (4.998413406218084332e-02+5.236862929889889162e-03j)	 (-4.128039839773678388e-01-2.044983922020998102e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.050615889842466344e-02+6.177099032122851385e-03j)	 (-4.253901015993215573e-01-2.042394228304926507e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.085750755213691576e-02+7.007948433653390929e-03j)	 (-4.379077450225283830e-01-2.036109730099072146e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.104497609751315612e-02+7.756185591556837011e-03j)	 (-4.503383630543291716e-01-2.025829656000182888e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.107572062581383632e-02+8.430398313368551999e-03j)	 (-4.627028112514046665e-01-2.012719380911804912e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.095057989448815994e-02+9.036944850284937825e-03j)	 (-4.750279415955867557e-01-1.996958234858887127e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.067764535621990807e-02+9.591529513987936961e-03j)	 (-4.873029202059707687e-01-1.977960508136606399e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.026255026120626801e-02+1.011215816557563957e-02j)	 (-4.995028968546432191e-01-1.956592960879533771e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.970537068705986605e-02+1.060116539460445942e-02j)	 (-5.116991214459999382e-01-1.932999340646967268e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.901823480028086322e-02+1.106111978663345402e-02j)	 (-5.238726808079816610e-01-1.907588700251614255e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.819903241482467737e-02+1.150093901978661848e-02j)	 (-5.360412333996890100e-01-1.880214143756305800e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.724946263267355839e-02+1.194058346695308845e-02j)	 (-5.481967606410308447e-01-1.850695613101266956e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.617465255026762666e-02+1.237761877943607466e-02j)	 (-5.603769853882326624e-01-1.819831728628738265e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.497194867192953749e-02+1.280895841493947390e-02j)	 (-5.726105931661931159e-01-1.787658705720162888e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.364648901071863790e-02+1.324713879813651379e-02j)	 (-5.849010074170121198e-01-1.753742085982062660e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.220036596271380114e-02+1.370581226174523437e-02j)	 (-5.972474089102580708e-01-1.718804570140594068e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.063006881809282794e-02+1.418114690162308039e-02j)	 (-6.097197446422888412e-01-1.682860183958257705e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.894743715238968562e-02+1.467145587049878061e-02j)	 (-6.223214308629920755e-01-1.646139729975933386e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.714621575560431849e-02+1.518280307721581179e-02j)	 (-6.350802535938833149e-01-1.608533830840958301e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.522449527207761888e-02+1.573615128236591915e-02j)	 (-6.480136737538746416e-01-1.570013318339268382e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.318568519706874970e-02+1.632404945919722558e-02j)	 (-6.611719790158139265e-01-1.531072562728105768e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.102388818217993033e-02+1.694000529883094019e-02j)	 (-6.745915733537035663e-01-1.491687484477094150e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.874232755292714658e-02+1.759835006736408525e-02j)	 (-6.883091828410543567e-01-1.451563258415324298e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.634079644081495364e-02+1.831214200527818067e-02j)	 (-7.023572597903741110e-01-1.411289732359645721e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.381209669422124087e-02+1.907551984960536781e-02j)	 (-7.168171824869877806e-01-1.370852288509141481e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.116786454748263019e-02+1.988526727239506645e-02j)	 (-7.317258492027455263e-01-1.330276444938143232e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.839817906455245428e-02+2.074806422773566722e-02j)	 (-7.471446522791788114e-01-1.289538577328832591e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.549888034289048991e-02+2.168850085377520970e-02j)	 (-7.631506419781675099e-01-1.248732868827906045e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.247106281539852451e-02+2.269640567996553462e-02j)	 (-7.798251335157706521e-01-1.208115891609458370e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (9.305075697985176059e-03+2.376479246473441054e-02j)	 (-7.972431650366238465e-01-1.167676970869797187e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (6.002883554132060206e-03+2.491159149336650766e-02j)	 (-8.155231542504415287e-01-1.127195295111344669e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (2.562491033812615976e-03+2.615095881383533438e-02j)	 (-8.347788027263181032e-01-1.087137532287359570e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.033176365826077997e-03+2.748145717601305216e-02j)	 (-8.551606955308101998e-01-1.047559232808384921e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-4.747119804448186181e-03+2.888851193457346589e-02j)	 (-8.767988323284857666e-01-1.008168387696527918e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.267771450690020549e-02+3.202993727121630080e-02j)	 (-9.246646724610424473e-01-9.307065999600039330e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.687601230550692111e-02+3.375079130344278699e-02j)	 (-9.513539336130718560e-01-8.925815982496303203e-02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-2.125388267993464850e-02+3.560407271116729222e-02j)	 (-9.802741921253621538e-01-8.552888801652450135e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.579546795170003029e-02+3.758098804447699420e-02j)	 (-1.011775872473582139e+00-8.182709889121705937e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-3.546356917581540424e-02+4.193418432581073885e-02j)	 (-1.084362954139647561e+00-7.469504626194939378e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-4.056168364099202450e-02+4.435922193346400477e-02j)	 (-1.126804978363554754e+00-7.114999497351938429e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-4.588801898174951766e-02+4.693910315224032737e-02j)	 (-1.174271612031809298e+00-6.777475251487552477e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-5.716392714547331028e-02+5.257802674679865063e-02j)	 (-1.288816253118999722e+00-6.101155583704799545e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-6.313288184508281109e-02+5.568589815459835946e-02j)	 (-1.359166104664818464e+00-5.764291356561297014e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.578849063095327576e-02+6.249254687821803600e-02j)	 (-1.538039045922258374e+00-5.072607683092653780e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-8.249622501728053059e-02+6.619695661976464363e-02j)	 (-1.654232915772343215e+00-4.708408934898913184e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-8.947674172068799392e-02+7.011895797698497468e-02j)	 (-1.796358770714653774e+00-4.324047013272867834e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-9.671413335428823144e-02+7.428820423938459205e-02j)	 (-1.974604078235067561e+00-3.889285237993626854e-02j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.042480056548034661e-01+7.869549142032584987e-02j)	 (-2.204169420884730446e+00-3.411491859769810731e-02j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.201848778776888060e-01+8.816028606972042825e-02j)	 (-2.940749867548248186e+00-2.012750577289351347e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.286025186981430424e-01+9.323865456748056668e-02j)	 (-3.587424450142755461e+00-8.705777161341325329e-03j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.463826734400519025e-01+1.040070931471310245e-01j)	 (-6.829597821803730540e+00+4.691406740336947351e-02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.557055510269959031e-01+1.096808987621428200e-01j)	 (-1.332899187795714724e+01+1.594412811867987889e-01j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.269303835411007775e+01-2.910566755698609231e-01j)	 (-1.753052963118312269e-01+1.214646363270891483e-01j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (4.034175277809180393e+00-1.421353034210786348e-01j)	 (-1.960174851535674556e-01+1.336608464323311152e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (2.956326775913312055e+00-1.236662249788045703e-01j)	 (-2.067461175197798096e-01+1.398411064713099006e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (2.312380242050948276e+00-1.132612076413258284e-01j)	 (-2.176580331679960345e-01+1.459847963927663472e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (1.885510616126944372e+00-1.061946086452992682e-01j)	 (-2.287127881367061188e-01+1.521157069296393272e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.356705066873155063e+00-9.758524478873907559e-02j)	 (-2.511505876623390532e-01+1.641253014402023758e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.044637105157221635e+00-9.227713703418946589e-02j)	 (-2.736765189233564266e-01+1.756737173509433092e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (9.329528872943285700e-01-9.018100295005418432e-02j)	 (-2.848218937984163812e-01+1.812485155931138348e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (7.635931897705386939e-01-8.643227978768049102e-02j)	 (-3.067667355296494480e-01+1.920079717262216656e-01j)
