f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (5.530849554040597749e-01-4.554428013074951487e-01j)	 (-1.869867734675825233e-01-1.005718731094884522e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.668539255310885316e-01-3.979475025618078865e-01j)	 (-2.330981062770396128e-01-1.451676072706914455e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.839181691646121553e-01-3.165175838307018874e-01j)	 (-2.966583866375976375e-01-1.618261544111340711e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.564758479164613303e-01-2.641491790460391842e-01j)	 (-3.520638748716711230e-01-1.479477407060190153e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.459858594451365121e-01-2.270763371467359737e-01j)	 (-3.869391757985636282e-01-1.175737181125513370e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.369863374827300695e-01-2.040900216164822090e-01j)	 (-4.100962571941774715e-01-8.168520875830222183e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.318625208308831009e-01-2.000654064953697187e-01j)	 (-4.198819043083106273e-01-5.500126601606664806e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.236320048208668421e-01-1.920645535111637492e-01j)	 (-4.204087735211937127e-01-2.670260904566641724e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.189007054959248300e-01-1.890915986606198640e-01j)	 (-4.175272030552034108e-01-4.650459755928093575e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.115991699865927000e-01-1.880879853784684363e-01j)	 (-4.108433515969867611e-01+1.453219549234742621e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.035534679995130991e-01-1.882547360038880069e-01j)	 (-4.018567032489763768e-01+3.023268689715138263e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.947499672256213787e-01-1.890460281116375096e-01j)	 (-3.913924284057802572e-01+4.279425476079559004e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.853310306393164686e-01-1.900673378749668518e-01j)	 (-3.800531209972736191e-01+5.247495017405027357e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.753440239155561464e-01-1.910731914216689253e-01j)	 (-3.683134567044097363e-01+5.957167821570250738e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.648045027520709249e-01-1.918712313911929979e-01j)	 (-3.565225554680313547e-01+6.441444528588259610e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.538758868278893022e-01-1.922561735301797636e-01j)	 (-3.448673367456343009e-01+6.726628077055799015e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.426103004586712908e-01-1.921589838823526963e-01j)	 (-3.335455447288583342e-01+6.831071829089452319e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.310965373606402529e-01-1.915214117663315285e-01j)	 (-3.226658989394153298e-01+6.775344708369540614e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.193661903091199350e-01-1.902465659803983522e-01j)	 (-3.123116766409585465e-01+6.576864711078864167e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.074725958719552621e-01-1.882390944449888748e-01j)	 (-3.025374652530401498e-01+6.256202513631166362e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (9.552488864521690992e-02-1.854802997810862109e-01j)	 (-2.933682466056090066e-01+5.816814327142733054e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.354191628691590155e-02-1.819222776259420971e-01j)	 (-2.848484285419692341e-01+5.264701340724328715e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.155619191800763335e-02-1.774764476569762328e-01j)	 (-2.770045269856706849e-01+4.611592203975025533e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (5.971805728819903902e-02-1.720675098890555310e-01j)	 (-2.698369292225074600e-01+3.858923436713178334e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (4.807460237692548488e-02-1.656375404359742842e-01j)	 (-2.634288503201631659e-01+3.002492420131603820e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (3.674810231353972667e-02-1.581205934705291472e-01j)	 (-2.578143166817765675e-01+2.037360727025876866e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.589456514720628322e-02-1.493771920328614278e-01j)	 (-2.531411912393049524e-01+9.593806758829192052e-03j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (1.579741740484323642e-02-1.392772501247817041e-01j)	 (-2.496349543212005029e-01-2.296344394382862815e-03j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (6.816697357644452282e-03-1.278138648826584456e-01j)	 (-2.475979281812136501e-01-1.540358900591578400e-02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (-5.749580495521267043e-04-1.150579481284447064e-01j)	 (-2.475244844854904702e-01-2.964936711988803639e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (-5.790419877153590855e-03-1.013860130430222772e-01j)	 (-2.499629578926959028e-01-4.453262137751768518e-02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (-8.443497353357434787e-03-8.760684190001272187e-02j)	 (-2.551835841693084750e-01-5.926534564066750915e-02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (-8.715328677765692145e-03-7.462512285282695002e-02j)	 (-2.630668201598855838e-01-7.296619745725305139e-02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (-7.229045483075513534e-03-6.308925022336342447e-02j)	 (-2.729180349332830935e-01-8.503435291454582157e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (-4.679472305196469284e-03-5.317376575160290275e-02j)	 (-2.840443367994625601e-01-9.523879908725017829e-02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.601768710836282139e-03-4.477601368810733146e-02j)	 (-2.958497300303032373e-01-1.035854799914299601e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (1.641663733376444445e-03-3.767446401751793628e-02j)	 (-3.079664027313211427e-01-1.104197712950723692e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (4.848939812148456152e-03-3.163895408686676070e-02j)	 (-3.202286343856442508e-01-1.159797186244949235e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (7.914735117135002218e-03-2.648239329695274702e-02j)	 (-3.324861321311006201e-01-1.203623463744711297e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (1.078609209196534913e-02-2.205030075345756901e-02j)	 (-3.446090807634679676e-01-1.237740730604287437e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (1.343065969067111509e-02-1.821321056590664844e-02j)	 (-3.566423278034200894e-01-1.263618791040290179e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (1.583600178535185532e-02-1.487608304249721930e-02j)	 (-3.685271485577364947e-01-1.282830836753375281e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (1.800188885281436835e-02-1.195628869149663320e-02j)	 (-3.802721677073439555e-01-1.295762546265753490e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (1.993628063994207222e-02-9.385721893060985921e-03j)	 (-3.918280884538182240e-01-1.302426926169119870e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (2.164242658722453916e-02-7.112942301255351096e-03j)	 (-4.032281024763744726e-01-1.304426288316727633e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (2.312369180643983335e-02-5.094800123498992306e-03j)	 (-4.145187563911977846e-01-1.302232715085979431e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (2.439106298257188998e-02-3.293908370533268903e-03j)	 (-4.256688954760948773e-01-1.295577404832616297e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (2.545534481403370630e-02-1.675431958074034833e-03j)	 (-4.366426956774862034e-01-1.285366230627890960e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (2.631990188938553021e-02-2.145941456115837975e-04j)	 (-4.475237408172580977e-01-1.271895212049136692e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (2.699532676660662545e-02+1.106282293546721751e-03j)	 (-4.582999977559399363e-01-1.255932302863103367e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (2.748627038708401082e-02+2.309095644987310680e-03j)	 (-4.689890519598009511e-01-1.237323027905517930e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (2.780117917857941046e-02+3.419250532541981413e-03j)	 (-4.795523449541176930e-01-1.215881442168036952e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (2.794515499828420513e-02+4.446658541696749123e-03j)	 (-4.900446116018842835e-01-1.192533412864740378e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (2.791875483351742571e-02+5.400209425128567331e-03j)	 (-5.005120871566048901e-01-1.167339736680712003e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (2.773008924229265759e-02+6.295676400245787951e-03j)	 (-5.109332606306461466e-01-1.140024305696252793e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (2.738486095207255666e-02+7.149669992758816983e-03j)	 (-5.212916306980704961e-01-1.111248113526576570e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (2.688194760107454062e-02+7.967224601695493957e-03j)	 (-5.316649995642322990e-01-1.081014246855170613e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (2.623105266558463378e-02+8.751578923430251844e-03j)	 (-5.420624435366558913e-01-1.049826946842606773e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (2.543052727339113750e-02+9.513018232732373125e-03j)	 (-5.525027462045301041e-01-1.017481998633564533e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.448274020387002092e-02+1.027139738371000283e-02j)	 (-5.629622480412422858e-01-9.839152958049944553e-02j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.339016254254887295e-02+1.102560237828928424e-02j)	 (-5.735052269574059114e-01-9.496806239809243988e-02j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.214885995454390910e-02+1.177520253155941304e-02j)	 (-5.841784289352827120e-01-9.146974553184741841e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.076327250382196954e-02+1.253374966215061587e-02j)	 (-5.949829509806409122e-01-8.788163481737186478e-02j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (1.923456663700292418e-02+1.331450344916216416e-02j)	 (-6.059256750580961359e-01-8.425718866125936346e-02j)
