Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.916600475266393033e+01-7.302492494367734821e+01j)	 (6.848570356353711475e+00+9.377717257620152225e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.199028556093972497e+01-7.307695677222018560e+01j)	 (6.079588841793380105e+00+1.025395158009725805e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.284777937470554576e+01-7.283404723483306498e+01j)	 (6.608717293352557753e+00+1.099575334022493394e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.255858972295662568e+01-7.155412525296114268e+01j)	 (7.479364917237952604e+00+1.159199577034122655e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.139461156645402795e+01-6.941019833269744765e+01j)	 (8.355805743911741246e+00+1.209943382145313961e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.018295898143275835e+01-6.669532087219042182e+01j)	 (9.007134540442082837e+00+1.255797759530637592e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.925760035671231307e+01-6.303025864498361841e+01j)	 (8.621844542163289660e+00+1.295958818872878737e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.814678185265630006e+01-5.908209878912459345e+01j)	 (8.166181531605674948e+00+1.337079997770587454e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.732854806320952790e+01-5.468772282937680984e+01j)	 (7.467831031703425104e+00+1.377273991674708782e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.666884540174221030e+01-5.012280481870032389e+01j)	 (6.462796197474873772e+00+1.418345628899942028e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.617313506870281259e+01-4.541162256155907784e+01j)	 (5.267342366343699567e+00+1.460240751350450807e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.581447179104404910e+01-4.060808329598730637e+01j)	 (3.926715555812746228e+00+1.503180362894504754e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.556424617710271363e+01-3.574901377160900040e+01j)	 (2.460317454575693841e+00+1.547078155939997828e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.539466068080691130e+01-3.085584272691054508e+01j)	 (8.850299595139531350e-01+1.591976608850933417e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.527991622478496936e+01-2.593906169370636405e+01j)	 (-7.754376090397773202e-01+1.638029359490900276e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.519807589557208871e+01-2.100359623696254729e+01j)	 (-2.510452219384947448e+00+1.685062426059336360e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.513131489957173059e+01-1.604849377357404094e+01j)	 (-4.323830900876341587e+00+1.733119083851465518e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.506512491635113804e+01-1.106975197743443395e+01j)	 (-6.214378181757775899e+00+1.782135773477827172e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.498788391452010771e+01-6.061319377748771053e+00j)	 (-8.176062906056966284e+00+1.832164199946747658e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.489060661372765182e+01-1.016266921850698779e+00j)	 (-1.019629466947286112e+01+1.883321708021794336e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.476689552469604294e+01+4.073589364808668734e+00j)	 (-1.229433557387847387e+01+1.935440367079426665e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.461179874895490016e+01+9.216857484712862814e+00j)	 (-1.447865078142542927e+01+1.988588000688754107e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.442197166336258007e+01+1.442171560032866751e+01j)	 (-1.673612284119706572e+01+2.042983721629140632e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.419584545566683786e+01+1.969698846516987700e+01j)	 (-1.907429652512704976e+01+2.098444479676729486e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.393264465330561208e+01+2.505133858323051044e+01j)	 (-2.151432419784646299e+01+2.155125233463235190e+02j)
