f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (6.276375937147044004e-01-5.175162567731514951e-01j)	 (-2.120237252750272750e-01-1.133119995523904494e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.159659092386024382e-01-4.519912016085743112e-01j)	 (-2.649311221592184906e-01-1.634753032183989818e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.219215513341669999e-01-3.592591830211622206e-01j)	 (-3.379303806926458598e-01-1.816420234403589018e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.909040428290429192e-01-2.996516185800754961e-01j)	 (-4.017394174837814469e-01-1.648831236862136895e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.792498750644516470e-01-2.574984797189356911e-01j)	 (-4.420749939842504306e-01-1.291361582088099147e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.692866697290883238e-01-2.312300799327612899e-01j)	 (-4.691392811008079367e-01-8.686111573481114512e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.637134055812085931e-01-2.264754951978113495e-01j)	 (-4.811523831546897778e-01-5.503731873198983160e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.548288081494433643e-01-2.172004654633007403e-01j)	 (-4.823466385395015488e-01-2.106016294910113135e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.499292977177909880e-01-2.137057216297334472e-01j)	 (-4.796658515539379830e-01+5.786927984147188092e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.422416142204761313e-01-2.124356731788593355e-01j)	 (-4.725659113163042102e-01+2.955785140304513503e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.338158648872356582e-01-2.125359320944371078e-01j)	 (-4.627583304742811099e-01+4.946546165003160717e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.246384896304363110e-01-2.134069690199119351e-01j)	 (-4.511785617324850506e-01+6.588466645386210907e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.148707711621836713e-01-2.146128501456851245e-01j)	 (-4.385224776543077407e-01+7.910355241839570062e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.045650335338788373e-01-2.158922269533120053e-01j)	 (-4.253381245760079477e-01+8.945700635465274331e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.937351727403441304e-01-2.170515934598971075e-01j)	 (-4.120239056870820260e-01+9.731665950766821283e-02j)
