Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.163251556177459678e+00-3.223956192484682126e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.029808039283709675e+00-3.140468663872643118e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.478465284397761259e-01-2.763737033074800120e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.032193278785992652e-01-2.387704439536061096e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.805920137598700626e-01-2.021170943809402210e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.660180686318906806e-01-1.712015399644035429e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.611370822872103092e-01-1.567425760391717160e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.596387301718387830e-01-1.410143250586898545e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.613494546018900522e-01-1.319715278073507747e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.634019537798865995e-01-1.266401024133508024e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.656988242763736796e-01-1.245844648051171177e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.676780350565438393e-01-1.251454748351469026e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.690410637649865766e-01-1.278537855134624646e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.695296189839433199e-01-1.322775166689121595e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.689445406249083348e-01-1.379672368721485964e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.673020645774766058e-01-1.445821608955040194e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.645429532089367042e-01-1.518945440427838800e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.607044461916825151e-01-1.596832006262214332e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.558033682419770027e-01-1.677207070557731605e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.498624263011174129e-01-1.757595455674219875e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.429996175379537160e-01-1.837713798230632134e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.352529653577341895e-01-1.916662886148052525e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.266479274801417088e-01-1.992477366772437142e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.173341782002625511e-01-2.064838005730887938e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.073186224374164777e-01-2.133625583080174803e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.967107042412582274e-01-2.198615280133464633e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.855502230893890436e-01-2.259098313601135277e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.738787361038543811e-01-2.313936820297613772e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.617860510613014835e-01-2.364235018484050488e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.492969488205745154e-01-2.410024846743512861e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.364372059542000359e-01-2.450010228956874259e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.233173539683794839e-01-2.484874232145832806e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.099041794566762764e-01-2.514933683301509015e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.962861392078085743e-01-2.540466238648931285e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.824761174198725744e-01-2.561170447569474651e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.685009064599873874e-01-2.576358499991188711e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.543975555151250179e-01-2.587369562031354708e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.401682755526335589e-01-2.594400811542985075e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.258310816001813048e-01-2.596439371168619004e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.114512522495770819e-01-2.594435666915387850e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.969716262520536887e-01-2.588680255092664084e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.824540052645151844e-01-2.579542012702939480e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.678931553233235174e-01-2.566843076789302458e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.533014219325019800e-01-2.550159342289183284e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.386783950565264822e-01-2.530661272292743513e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.240135427933767520e-01-2.508518728219912286e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.093135495151114300e-01-2.482957925061201609e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.946068968629044882e-01-2.454909646637774834e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.798287107690823450e-01-2.424556496489823632e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.650147221648696094e-01-2.392195307996528297e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.501472827358936057e-01-2.357716936070930747e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.352192704665371337e-01-2.320907592490010218e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.202087927702876646e-01-2.282641337309214979e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.050983150485784612e-01-2.243030175198101328e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.898735609360405863e-01-2.201513779014529770e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.745318831159616391e-01-2.158899976166390455e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.590062458498993747e-01-2.115302319426921596e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.433064010470973093e-01-2.070858368985222242e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.273987726645763430e-01-2.025542956536846573e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.112434864140083413e-01-1.979322895432741314e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.948040893293821796e-01-1.932781101073790808e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.780523797742233127e-01-1.886009863181283552e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.609347334285397890e-01-1.838621496607291406e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.434101117727993091e-01-1.791294244546586534e-01j)
