f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.455860794272958891e-01-3.654939073671671368e-01j)	 (-1.510105557732183690e-01-8.245670429301049653e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.961040480747898496e-01-3.194257938984089162e-01j)	 (-1.873067379017801515e-01-1.191817453865168797e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.292333740412584309e-01-2.541875902008405852e-01j)	 (-2.372522632351977689e-01-1.337953606125615591e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.069303740258847668e-01-2.121622867082855191e-01j)	 (-2.804944543039979421e-01-1.241911116343279858e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.980529323500925531e-01-1.823056585890821535e-01j)	 (-3.074136449965382822e-01-1.016999994824315801e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.903613027026867799e-01-1.639201883483371036e-01j)	 (-3.248428900159634480e-01-7.517642549241998484e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.857844817467833864e-01-1.607614837219197290e-01j)	 (-3.313088959743558659e-01-5.610520674076720921e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.783742359532713706e-01-1.544044374688617327e-01j)	 (-3.307472488795418775e-01-3.620549662992031403e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.737390689216309070e-01-1.519440788139276854e-01j)	 (-3.274288185254328187e-01-2.132047316067570489e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.668303081436682267e-01-1.510460947648063768e-01j)	 (-3.211809896084352189e-01-9.044537947313408335e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.591471039471133997e-01-1.509792185460102354e-01j)	 (-3.131936731534029072e-01+2.493335936841886355e-04j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.506758930919314399e-01-1.512633129317719205e-01j)	 (-3.041329162738046765e-01+6.846748447341257510e-03j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.415308739017465400e-01-1.515490715253196008e-01j)	 (-2.944657409547957183e-01+1.094777608471917893e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.317535214587717274e-01-1.515947378166269677e-01j)	 (-2.845621145484491521e-01+1.277524640010594195e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.213670988651702198e-01-1.511844109247244272e-01j)	 (-2.747052801366742236e-01+1.257383837607386166e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.105174423950981422e-01-1.501037022409744681e-01j)	 (-2.650375712919780247e-01+1.051600038851469368e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (9.926339928670446788e-02-1.482236037563791353e-01j)	 (-2.557198780146007766e-01+6.689442624279080124e-03j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.770971366696328486e-02-1.454117056735627633e-01j)	 (-2.468511692424567583e-01+1.183997845397530193e-03j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.594079243130533174e-02-1.414769571838796758e-01j)	 (-2.385412111533524171e-01-5.959039813816304453e-03j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (6.410309872359754024e-02-1.362000219287252123e-01j)	 (-2.309340794219280901e-01-1.470022122654414398e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (5.243884627629719075e-02-1.294095980992304717e-01j)	 (-2.241781540047690646e-01-2.518077977382705140e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (4.125373736751378195e-02-1.208792166851476724e-01j)	 (-2.185836006097289785e-01-3.753915515772408146e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (3.109217052524240743e-02-1.104067757190458493e-01j)	 (-2.146892585453743230e-01-5.178684289804787871e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.280768845088262942e-02-9.809714181609521799e-02j)	 (-2.132086603781316314e-01-6.776181728607308385e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.723069315817155056e-02-8.460293302053774334e-02j)	 (-2.149961211711590992e-01-8.480309984850796512e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (1.470619002596589009e-02-7.116735385832828609e-02j)	 (-2.203072371589133438e-01-1.016516292974971175e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (1.473174573676405696e-02-5.892902526619872572e-02j)	 (-2.286252855072687107e-01-1.170874270151899266e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (1.640098853167001880e-02-4.840515827003023103e-02j)	 (-2.390021506046524358e-01-1.304647044689453139e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (1.891883972582811269e-02-3.958166301866665460e-02j)	 (-2.505775292928008602e-01-1.419008057548630242e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.178593611124210461e-02-3.221883383883769603e-02j)	 (-2.628584327366439988e-01-1.516339668161016396e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.472754313873026799e-02-2.605802868639031655e-02j)	 (-2.755435245540579503e-01-1.597984109604806136e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.759699347796094882e-02-2.087413931040395937e-02j)	 (-2.883814990960353319e-01-1.666590480501505822e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (3.030743138142516502e-02-1.648335327070549194e-02j)	 (-3.013375065770643735e-01-1.724260134001741329e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (3.281922492129846214e-02-1.274787137974180140e-02j)	 (-3.142976438861199706e-01-1.772732225267151518e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (3.511295938684426410e-02-9.550737116074681232e-03j)	 (-3.272426491876696542e-01-1.812733252021371533e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (3.718558222258139256e-02-6.796117447651871257e-03j)	 (-3.401304900169496159e-01-1.844375430130637261e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (3.903575124305130872e-02-4.415147814918647662e-03j)	 (-3.529433317168740869e-01-1.869582356776272880e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (4.066280283054682365e-02-2.351207600928093000e-03j)	 (-3.657016367063826712e-01-1.889047781474788024e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (4.207590047125675525e-02-5.543115690632843817e-04j)	 (-3.783855762550308865e-01-1.902317447611439061e-01j)
