f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (5.034354080294403122e-01-4.139804507275411383e-01j)	 (-1.703476837617624029e-01-9.215850241707079782e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.341649437240903353e-01-3.617906636445730739e-01j)	 (-2.119284363535980376e-01-1.330901828582768398e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.586399468815827052e-01-2.878585056476930526e-01j)	 (-2.692010897642392320e-01-1.487802537810195558e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.335737156886605326e-01-2.402850035433788944e-01j)	 (-3.189968441775182795e-01-1.368533678658588326e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.238400650110990986e-01-2.065656834580664181e-01j)	 (-3.502121796536116216e-01-1.100946500222482471e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.154589502241738841e-01-1.857294324244001538e-01j)	 (-3.707404088287732380e-01-7.850182108852561680e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.106056167864124862e-01-1.821405486096064896e-01j)	 (-3.790119375331378326e-01-5.529536295625300801e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.027756427421921748e-01-1.749365676528913116e-01j)	 (-3.790583703160315676e-01-3.083495100022446561e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.981146753676282513e-01-1.722473843164630258e-01j)	 (-3.760011354089944913e-01-1.204351728072579862e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.910235378783444182e-01-1.713479069966737656e-01j)	 (-3.695476424984490693e-01+4.006805037014794443e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.831779704687975796e-01-1.714730592613186166e-01j)	 (-3.610550521598729912e-01+1.681662437969444826e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.745642112556795023e-01-1.721100787548675570e-01j)	 (-3.512749318212450289e-01+2.670532488083077888e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.653115757309435718e-01-1.728887834760519104e-01j)	 (-3.407472553327893228e-01+3.390766912605049782e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.554641031840935383e-01-1.735700545312265641e-01j)	 (-3.298977638040965776e-01+3.869101292038878287e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.450392243964633843e-01-1.739568473692427730e-01j)	 (-3.190434902919054849e-01+4.135215982854441308e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.341899818748719109e-01-1.738474893655993780e-01j)	 (-3.083485143983712429e-01+4.212014625543696739e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.229670517016877573e-01-1.731563862419566724e-01j)	 (-2.979890195677405984e-01+4.114539963174063120e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.114584706027129668e-01-1.718058234116807970e-01j)	 (-2.880611063338196498e-01+3.859490035418514098e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (9.970478790750597620e-02-1.696752692048613953e-01j)	 (-2.786448584194406997e-01+3.460131427613492849e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.777338036681209266e-02-1.666374834154893958e-01j)	 (-2.698072242020103650e-01+2.931894925453881057e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.578418181269155895e-02-1.626338281073952119e-01j)	 (-2.615795165891205420e-01+2.273172327616750782e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (6.379309635893595787e-02-1.575595480770485002e-01j)	 (-2.540334629157562363e-01+1.483361880103918791e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (5.190178283228893963e-02-1.512548002757207466e-01j)	 (-2.472649269549377915e-01+5.663616350863487359e-03j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (4.035367136056253190e-02-1.435747431297069443e-01j)	 (-2.413719740608435693e-01-4.848463275406621024e-03j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.937572137032154473e-02-1.343736069095638475e-01j)	 (-2.366120524226746069e-01-1.683597084865795512e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (1.938272732900510331e-02-1.235482528724524687e-01j)	 (-2.333111722040313307e-01-3.038580884576630795e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (1.098284803212595806e-02-1.110908257984646041e-01j)	 (-2.320665112065659064e-01-4.541551347896295721e-02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (4.949799988948927476e-03-9.739213961209332304e-02j)	 (-2.336013177468256319e-01-6.139511716236865230e-02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (1.763393981445135483e-03-8.341243570412683328e-02j)	 (-2.383342211481236372e-01-7.746579428519603794e-02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (1.239059485954126152e-03-7.026202776176813936e-02j)	 (-2.460952962165471325e-01-9.251243459730605634e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.642026509315401062e-03-5.867952970390327705e-02j)	 (-2.561166059616933333e-01-1.056719378980201657e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (5.154739963132565217e-03-4.884643794046221454e-02j)	 (-2.674698633759866606e-01-1.167923649016983645e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (8.172282845037931454e-03-4.058882899448791604e-02j)	 (-2.796073207709914299e-01-1.260723588667304607e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (1.133595159414248210e-02-3.365936953336717136e-02j)	 (-2.920974959559454187e-01-1.338015370361794465e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (1.445530252545353112e-02-2.781118622772284915e-02j)	 (-3.047510565668048454e-01-1.401759159092958729e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (1.743289157445281068e-02-2.284252284579758874e-02j)	 (-3.174198098786210620e-01-1.453061247327451788e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.021003789100657422e-02-1.859381471051148316e-02j)	 (-3.300345498778178843e-01-1.494754120697504574e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.275778713705325917e-02-1.493710813267901116e-02j)	 (-3.425955460039367684e-01-1.528218629034728548e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (2.506979665168661275e-02-1.177286878802082104e-02j)	 (-3.550588607901791205e-01-1.553524785720721280e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (2.714921953158003221e-02-9.018391523766877693e-03j)	 (-3.673562255858142112e-01-1.572083618701064778e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (2.899519237015837914e-02-6.608972057902673392e-03j)	 (-3.795599286588210997e-01-1.584735324628855913e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (3.061625222758188047e-02-4.496654495209063962e-03j)	 (-3.916296974731585112e-01-1.592511961278262056e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (3.201871280294935063e-02-2.634961122332399319e-03j)	 (-4.035814761384269311e-01-1.595490126675576104e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (3.321369479885477594e-02-9.805268893712110190e-04j)	 (-4.153810947913332274e-01-1.593472746825348452e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (3.420822856853236726e-02+4.934261838429876423e-04j)	 (-4.270594349838475745e-01-1.587812355586024904e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (3.500551417247621533e-02+1.809778974100118010e-03j)	 (-4.386564401758616949e-01-1.578806532325118805e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (3.561627352412255476e-02+2.993466568364924751e-03j)	 (-4.501493969012312912e-01-1.566024425893640659e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (3.604973301279731923e-02+4.069665752499937450e-03j)	 (-4.615069572749938565e-01-1.550323768614308984e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (3.630785467257713339e-02+5.051357118465320262e-03j)	 (-4.728079105370999735e-01-1.531909674638282370e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (3.640208273646855508e-02+5.947935322685421466e-03j)	 (-4.840379193576895833e-01-1.511389341576106771e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (3.633414405627727328e-02+6.774638394553500476e-03j)	 (-4.952142079085489756e-01-1.488593211189725984e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (3.610981047184762260e-02+7.553722090375920850e-03j)	 (-5.063095258346934635e-01-1.463326473342297096e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (3.573404163237296760e-02+8.288822536698263466e-03j)	 (-5.173720768238598833e-01-1.436450820334733425e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (3.520582124918085476e-02+8.983036990141107792e-03j)	 (-5.284411456364594972e-01-1.408004817008841614e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.453209007029982291e-02+9.650247972309268507e-03j)	 (-5.395045165903807893e-01-1.377646205031974880e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.371702566399803480e-02+1.030542629079238964e-02j)	 (-5.505513978605761638e-01-1.346053814228469203e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.275829265144679370e-02+1.094942927616784217e-02j)	 (-5.616563285624934787e-01-1.313226311388822898e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.166645957378112775e-02+1.158297561720465774e-02j)	 (-5.728263265096765755e-01-1.279558668903839624e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.043782558274749084e-02+1.221438934065599557e-02j)	 (-5.840832266040641985e-01-1.244878453623761427e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.907296544026624630e-02+1.286391078511245345e-02j)	 (-5.954185997692975629e-01-1.209134361149412917e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.757460342279445531e-02+1.352748516662864720e-02j)	 (-6.068913788641092655e-01-1.172852252341105711e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.593782005474930263e-02+1.420194536684244585e-02j)	 (-6.185441826070321447e-01-1.135968134228518417e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.416654631056717323e-02+1.490111151206630069e-02j)	 (-6.303914160916267440e-01-1.098277806493926784e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.226130667063425106e-02+1.563814797087625941e-02j)	 (-6.424494231899022800e-01-1.060336379399444140e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.021556929672616715e-02+1.640998611603321916e-02j)	 (-6.547981820670069064e-01-1.022075468189087288e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.803939238493439123e-02+1.721490758214324485e-02j)	 (-6.674740215956045386e-01-9.836890435194818594e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.572427364588013451e-02+1.806054637163656551e-02j)	 (-6.805226087449699479e-01-9.450758396933875427e-02j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.326679312068416300e-02+1.897033223488135689e-02j)	 (-6.939824325382493164e-01-9.063271602176925512e-02j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.066713165354320897e-02+1.993678756271525382e-02j)	 (-7.079363779555252201e-01-8.677179047783292742e-02j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (7.916003553490633116e-03+2.095512375032158869e-02j)	 (-7.224547429131306098e-01-8.291694967569847308e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (5.014739364369014823e-03+2.204289206429185105e-02j)	 (-7.376176423141684868e-01-7.905761864581468956e-02j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (1.960643050696205675e-03+2.321469146945675383e-02j)	 (-7.535061918123251434e-01-7.523940891307921708e-02j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.263110421704025446e-03+2.447094217174546754e-02j)	 (-7.702465102479382209e-01-7.145412415295415709e-02j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-4.623261237727716022e-03+2.580010161169981817e-02j)	 (-7.879666805969242072e-01-6.771979547706442892e-02j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.189610144323839484e-02+2.877453714767266857e-02j)	 (-8.269014400177054913e-01-6.035293510066495198e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.579472808621737445e-02+3.041171304230720976e-02j)	 (-8.485130905758389019e-01-5.674763966548043714e-02j)
