f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (6.939634201662178148e-01-5.726048092538787992e-01j)	 (-2.343356081681405301e-01-1.247244087681595309e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.596775127689807228e-01-4.998900996631051585e-01j)	 (-2.932836431781881137e-01-1.798887562700670628e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.557636903369659764e-01-3.970718034008478003e-01j)	 (-3.746779524825500918e-01-1.994360414781710111e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.215592767264098262e-01-3.309961293643064462e-01j)	 (-4.459478493362846185e-01-1.801500106924102118e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.088475361796240160e-01-2.842919725363954875e-01j)	 (-4.911142573806421829e-01-1.396622944299800162e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.980002128929337135e-01-2.550665784523184487e-01j)	 (-5.216241057404508163e-01-9.174991969773270417e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.919943714574494420e-01-2.496105606179014891e-01j)	 (-5.355840993385336812e-01-5.540993457266849692e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.824881238205012579e-01-2.391497164644037221e-01j)	 (-5.373313423792094312e-01-1.643843715295104785e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.773919902033250562e-01-2.351269389381461794e-01j)	 (-5.347819273966887277e-01+1.460660286674783648e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.693081820062768195e-01-2.335477626507983517e-01j)	 (-5.272592484224908338e-01+4.238369030636802981e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.604849200458160263e-01-2.335058304055799561e-01j)	 (-5.166622570440452256e-01+6.594787432769115554e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.509085693851836885e-01-2.343517392369044439e-01j)	 (-5.040242956400238228e-01+8.570007736844782731e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.407566858253036846e-01-2.356103521481154595e-01j)	 (-4.901236066589096940e-01+1.019526899529391434e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.300857846466136392e-01-2.370031697256032577e-01j)	 (-4.755732385805436779e-01+1.150713203334392809e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.189086688660255020e-01-2.383318233704340150e-01j)	 (-4.608157842401211512e-01+1.254607579987221944e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.074194220957014667e-01-2.393588823055458337e-01j)	 (-4.461041379638082116e-01+1.334584322057889572e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.956788556005749635e-01-2.400315984680159165e-01j)	 (-4.317017163491422282e-01+1.393110424297046013e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.837861665610742989e-01-2.403088886758656950e-01j)	 (-4.177612513749099921e-01+1.432959727219985657e-01j)
