Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.174276176707838903e+00-3.532784394466409461e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.026939303097203382e+00-3.430039701027126631e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.364170775134871283e-01-3.002587299070467730e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.869035590821222614e-01-2.575280667339893137e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.618668678396426142e-01-2.158375297583316754e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.457121356272901957e-01-1.801145374464753479e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.400466217718991491e-01-1.623952537246546313e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.386461944643072153e-01-1.431947003417323450e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.407041952696706621e-01-1.314104505860523575e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.433864358665376093e-01-1.235989248512434774e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.465078094416002008e-01-1.193900942138777233e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.494478442520819739e-01-1.180871017846558679e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.518607414592128668e-01-1.191866052016709171e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.534496805395307417e-01-1.222262581327593495e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.539889481403583060e-01-1.267304108384918748e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.534792631103437222e-01-1.323280364004735810e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.518449341307943179e-01-1.387721161825834770e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.491138080029549950e-01-1.458208566766105163e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.452950495650557450e-01-1.532298623594786080e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.404119906801097439e-01-1.607338103753745695e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.345781006858871143e-01-1.682915705947541918e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.278271236910298425e-01-1.758029450837912677e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.201884856636777466e-01-1.830641728093255205e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.118140734775892708e-01-1.900304281565410591e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.027095940319781686e-01-1.966842091610300769e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.929859156009282373e-01-2.030007331009987814e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.826830531349437958e-01-2.089030962341566489e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.718495804097154078e-01-2.142707700058359144e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.605734108068605837e-01-2.192107663532996409e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.488766268573913143e-01-2.237237957880648387e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.367911819759639380e-01-2.276805601937260670e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.244306005987474206e-01-2.311421568468377541e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.117607698165138164e-01-2.341386446097437068e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.988703684190432641e-01-2.367009347383956241e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.857728040504701417e-01-2.387954415493663551e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.725022963309326141e-01-2.403497688098639729e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.590930700520504226e-01-2.414968745568871755e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.455438098212608056e-01-2.422553565792928965e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.318784803381312098e-01-2.425261664088328162e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.181655350495540713e-01-2.423990997043464768e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.043463700785031145e-01-2.419021512883020308e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.904817918523466158e-01-2.410768345203303797e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.765674125603299505e-01-2.399023056551298771e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.626235066611884328e-01-2.383335882768645997e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.486461832170587138e-01-2.364875394772554540e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.346211256767559039e-01-2.343798783357343152e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.205611582940458115e-01-2.319359472034882574e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.064984068981714938e-01-2.292448165965649820e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.923663763802621496e-01-2.263233687059398591e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.781992695105337643e-01-2.232064837925254175e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.639810097401672606e-01-2.198801117963543883e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.497133884176648388e-01-2.163209004860081330e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.353707189334107830e-01-2.126163719052246437e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.209319669484156701e-01-2.087759827485070607e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.063898399067229494e-01-2.047466089909062426e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.917461142822263875e-01-2.006060199591566673e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.769325033704970518e-01-1.963635519289101405e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.619573246887582973e-01-1.920385771041011602e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.467898913544834594e-01-1.876252026121212613e-01j)
