Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.213326723064286572e+00-5.043093743459012845e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (9.971596470082788599e-01-4.832308728023368971e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.646723492150959478e-01-4.141139267572422344e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (7.913714238647479027e-01-3.448699280806567513e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.550775671333570527e-01-2.774652242801611823e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.318761621278916385e-01-2.170062354739863142e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.228806305277117872e-01-1.820923893343980859e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.229694178419395767e-01-1.450231382672132197e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.275093468397101359e-01-1.190397732443207873e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.342327726423428791e-01-9.841733632937632592e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.423822320903145089e-01-8.313355715804635060e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.510309678935862543e-01-7.230244648104591776e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.595762575930447014e-01-6.524675986263127336e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.675168635570486231e-01-6.134165725511297323e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.744885991610249709e-01-5.996920828262820163e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.804046651480305297e-01-6.059908662880375552e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.851029888177291083e-01-6.287555144500699134e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.885626296317944650e-01-6.644221125948483742e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.907554664047758974e-01-7.096202470981435861e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.917107513025208876e-01-7.607327319639724250e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.915177348338662267e-01-8.166272985790046235e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.901922803082350732e-01-8.757263295752391874e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.877893021985361566e-01-9.355905750541365640e-02j)
