Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.168897804411777930e+00-3.378652223983178438e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.028502304316759819e+00-3.285634067106352196e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.422534485905228463e-01-2.883626327418269963e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.951777209073190633e-01-2.482029741150914015e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.713391372256327205e-01-2.090354327560119685e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.559676547002271763e-01-1.757219827836298265e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.506894661017848636e-01-1.596403003220604189e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.492317464687789696e-01-1.421801246876255587e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.511098962005209101e-01-1.317706999569952520e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.534698287703577080e-01-1.252026444715582665e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.561714043854655731e-01-1.220729852103277224e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.586234890071144932e-01-1.217037282269943094e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.605040932149103927e-01-1.236085615557340200e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.615357591347406752e-01-1.273404566358097845e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.615060976039380369e-01-1.324369661252167429e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.604236687657990101e-01-1.385422513754599183e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.582210424192185938e-01-1.454190336579885001e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.549307769925480471e-01-1.528359196986582846e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.505658588183137025e-01-1.605570648256942345e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.451492840012182484e-01-1.683261101482211863e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.387967989585179973e-01-1.761083901638697546e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.315442581497927144e-01-1.838088968032250692e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.234190563584332656e-01-1.912275155429873641e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.145719778646149933e-01-1.983259060159295872e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.050092960690369281e-01-2.050893948679890222e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.948411427410729813e-01-2.114943744883682197e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.841073971275764887e-01-2.174669657731428118e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.728530979552689084e-01-2.228900207038603531e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.611670968120461955e-01-2.278722808312947934e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.490727994154945391e-01-2.324157052932520895e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.365990410911550379e-01-2.363908390520955694e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.238578501215289229e-01-2.398623966161822219e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.108155387967924899e-01-2.428612559454607911e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.975606601482466917e-01-2.454167585642811900e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.841063453681289763e-01-2.474970356337860555e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.704830896328790590e-01-2.490314966820072196e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.567265211611222897e-01-2.501535876299482153e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.428370737517212774e-01-2.508824617843302129e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.288357242397268898e-01-2.511179447586187052e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.147893398050452429e-01-2.509524619324785544e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.006400236882475374e-01-2.504145361492815525e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.864490712340699741e-01-2.495433669021620837e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.722116658351110718e-01-2.483196337342436499e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.579441152990386454e-01-2.466996418914705058e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.436442621256977192e-01-2.448003446703602981e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.292996753452208214e-01-2.426380880479289959e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.149201043679059175e-01-2.401368505387942165e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.005358543617582923e-01-2.373877104772214308e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.860812335434357423e-01-2.344082341899458299e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.715912026291163572e-01-2.312307018277793003e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.570488983910525604e-01-2.278426268829250312e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.424516570604772325e-01-2.242216451043504422e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.277756839981525783e-01-2.204552186441496864e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.130016922644761390e-01-2.165536697398818822e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.981188960276873523e-01-2.124624199553022952e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.831268615417813828e-01-2.082607482818240319e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.679579250669225976e-01-2.039589954492791457e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.526211165276101345e-01-1.995737239654089279e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.370843065436884278e-01-1.951007266332095147e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.213129783394771954e-01-1.905359306856504176e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.052689137776029571e-01-1.859377019706754397e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.889226882203604352e-01-1.813140682304679174e-01j)
