f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (5.117067555452474714e-01-4.208962916942527999e-01j)	 (-1.731172883327700696e-01-9.355528166242098320e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.396094992270685120e-01-3.678255059388644832e-01j)	 (-2.154531065426499858e-01-1.350943844522602688e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.628490019487617069e-01-2.926462619584413449e-01j)	 (-2.737733239298063004e-01-1.509433272724585717e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.373872173251125317e-01-2.442757730462797316e-01j)	 (-3.245044955583622492e-01-1.386890230867613427e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.275288089943015568e-01-2.099998630977942815e-01j)	 (-3.563311239219665305e-01-1.113254240123492111e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.190462100305925475e-01-1.888079469850463266e-01j)	 (-3.772990788196666223e-01-7.901396933818910506e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.141497247279778859e-01-1.851500545764547534e-01j)	 (-3.858248892631535032e-01-5.522431714700105909e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.062553443831758870e-01-1.778170430411027958e-01j)	 (-3.859537454780966881e-01-3.012041626263197575e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.015854315227330606e-01-1.750852060406365984e-01j)	 (-3.829285644837513436e-01-1.078088835977869184e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.944623507736566448e-01-1.741737610872233777e-01j)	 (-3.764398015588095170e-01+5.796877806487453835e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.865869619043267202e-01-1.743122210155270690e-01j)	 (-3.678684025217999753e-01+1.909485042971761568e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.779455232653825436e-01-1.749825467934200129e-01j)	 (-3.579782006000468697e-01+2.943662300658240333e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.686695442248619670e-01-1.758107862107778641e-01j)	 (-3.473196256193929465e-01+3.706112630229058125e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.588035995010505241e-01-1.765571380229290221e-01j)	 (-3.363265554825286552e-01+4.224101781290323654e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.483647146306335540e-01-1.770258322704245657e-01j)	 (-3.253212783294954225e-01+4.527912830229088859e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.375075643759539334e-01-1.770151935574526547e-01j)	 (-3.144715831318275479e-01+4.641075883904698107e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.262828480575385881e-01-1.764432327406984247e-01j)	 (-3.039570286576139257e-01+4.579269963360861617e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.147783469504251586e-01-1.752365758052567835e-01j)	 (-2.938754369894766572e-01+4.359947914357098497e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.030323893028182169e-01-1.732801012231350302e-01j)	 (-2.843066957847369958e-01+3.997215230426137689e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (9.110867131432606736e-02-1.704538348886238119e-01j)	 (-2.753143527405054747e-01+3.507554486971866531e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.912319487815622221e-02-1.667084300302050515e-01j)	 (-2.669265335185790344e-01+2.890464991923898802e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (6.712165272927378412e-02-1.619520594643442390e-01j)	 (-2.592063769024663955e-01+2.146790769788666647e-02j)
