f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.812152155691331479e-01-2.256412952663739979e-01j)	 (-9.667455081105510994e-02-5.605691215256325410e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.883314094935224503e-01-1.962650474713600324e-01j)	 (-1.179318055990346975e-01-8.156161404806808179e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (1.463468355398348519e-01-1.552292729706952201e-01j)	 (-1.471021427660111347e-01-9.373708179896218795e-02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.319084308525412252e-01-1.284800577976077107e-01j)	 (-1.715895162428132392e-01-9.134484606893719660e-02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.252682813536747375e-01-1.090015235442433061e-01j)	 (-1.860249882970722302e-01-8.170506193069591860e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.192976901202749407e-01-9.681846933923629606e-02j)	 (-1.943510737440580227e-01-7.046488829532493448e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.152243727440747795e-01-9.375963176307580693e-02j)	 (-1.953719112026393590e-01-6.433785554768892134e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.086917346524266803e-01-8.854365557540244680e-02j)	 (-1.927512771570720762e-01-5.874746551099797875e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.037958819649810183e-01-8.508490711383398519e-02j)	 (-1.883521731757418494e-01-5.667578879623946797e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (9.715136763430823330e-02-8.212332547353234924e-02j)	 (-1.824351257981106089e-01-5.725168081704700568e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.984084509455028678e-02-7.888289383418117806e-02j)	 (-1.758002357728798148e-01-6.062827703443655902e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.204629509008416755e-02-7.482334239565933964e-02j)	 (-1.690641828899794030e-01-6.676982383275398281e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.417012484651963611e-02-6.951044307180292980e-02j)	 (-1.628169560458643250e-01-7.571994119908008469e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (6.679560712461476979e-02-6.267020528062489104e-02j)	 (-1.578182929847905536e-01-8.740771415213438589e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (6.069746505103915113e-02-5.436003386639088469e-02j)	 (-1.549896902541488541e-01-1.014102101335522393e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (5.657650373928446719e-02-4.517700691183675066e-02j)	 (-1.549869079886797285e-01-1.168688627757583226e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (5.457478492947183402e-02-3.603528155787618509e-02j)	 (-1.579870089769207786e-01-1.327079496367497280e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (5.432011672047895590e-02-2.767491606963243256e-02j)	 (-1.635724861370774497e-01-1.480293196747315965e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (5.523914114712782930e-02-2.041191990080316182e-02j)	 (-1.711548404694954451e-01-1.623441972939482503e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (5.684588677857549399e-02-1.426662212012723072e-02j)	 (-1.802401156572839558e-01-1.754385038760532534e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (5.880267629022534193e-02-9.140104266029173974e-03j)	 (-1.903819067388199671e-01-1.874167680122571233e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (6.088781655653557889e-02-4.890981046472828164e-03j)	 (-2.013305274713077797e-01-1.983629409874345939e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (6.296941841061404199e-02-1.376134920844797327e-03j)	 (-2.129492032806981072e-01-2.082530113883533096e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (6.496955030068538028e-02+1.531890296446486444e-03j)	 (-2.250352914478434552e-01-2.172072856759145187e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (6.683512952628117842e-02+3.932591899414941000e-03j)	 (-2.375408345696534695e-01-2.253284965136724549e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (6.854531271209345078e-02+5.906992942065543428e-03j)	 (-2.503537948676726188e-01-2.326828944910525887e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.008102007313649073e-02+7.528418427000888036e-03j)	 (-2.634313501181116957e-01-2.392880507197072959e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.143505274499607760e-02+8.862977933053014373e-03j)	 (-2.767494842897091911e-01-2.451117148563534687e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.260838631514870967e-02+9.955140499495137435e-03j)	 (-2.902323970258188779e-01-2.503068629421867364e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.359961291541991524e-02+1.083945691421981522e-02j)	 (-3.038614235259892160e-01-2.549160812716302349e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.441492636981453246e-02+1.155219041565315116e-02j)	 (-3.176349133935704172e-01-2.588514073338025745e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.505936160367075727e-02+1.212988788807838406e-02j)	 (-3.314706735223736933e-01-2.622184595869013202e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.553644534737088967e-02+1.259071728789326258e-02j)	 (-3.454094841706833452e-01-2.650663091292336238e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.586019132566008960e-02+1.295100960782361726e-02j)	 (-3.593868234419619889e-01-2.674297816197380717e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.603146475616660849e-02+1.322884849679163352e-02j)	 (-3.734009710126333648e-01-2.693013684755559134e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (7.605359011891421606e-02+1.344873542401321675e-02j)	 (-3.874498964567115733e-01-2.706395755480801579e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (7.593566522713539324e-02+1.361873356223429823e-02j)	 (-4.015091556638472059e-01-2.715754219470195574e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (7.567996384861830350e-02+1.374171567977722566e-02j)	 (-4.155790120357468198e-01-2.721320291774848577e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (7.529346392198485449e-02+1.383128342748851311e-02j)	 (-4.296620301208486370e-01-2.722193653865928042e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (7.477957647451896617e-02+1.390554040338222788e-02j)	 (-4.437146607510429330e-01-2.719430019071957250e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (7.414070980881967698e-02+1.396403953883229923e-02j)	 (-4.577942528890971974e-01-2.713299108884586475e-01j)
